Gene1,Gene2,Score
IRF8,DNAJC10,912.0
IRF8,H2-AA,757.0
IRF8,STAT2,526.0
IRF8,EPSTI1,604.0
IRF8,VAV3,571.0
IRF8,CD300A,386.0
IRF8,CLN5,770.0
IRF8,CSF2RB,431.0
IRF8,ELMO2,299.0
IRF8,GRK3,499.0
IRF8,FTSJ3,576.0
IRF8,ACOT9,536.0
IRF8,ATAD1,726.0
IRF8,ATP8B4,799.0
IRF8,MLKL,483.0
IRF8,IL12A,450.0
IRF8,TM6SF1,1299.0
IRF8,APOE,612.0
IRF8,TNFRSF21,1522.0
IRF8,EBI3,367.0
IRF8,MS4A6C,563.0
IRF8,SERPINB9,367.0
IRF8,NFAM1,615.0
IRF8,ME2,536.0
IRF8,HELLS,314.0
IRF8,CYP4V3,435.0
IRF8,FCGR2B,220.0
IRF8,CD48,475.0
IRF8,NSD2,547.0
IRF8,ST6GALNAC4,459.0
IRF8,TCIRG1,225.0
IRF8,NCF1,406.0
IRF8,CTSO,282.0
IRF8,INTS13,640.0
IRF8,BID,244.0
IRF8,MIS12,483.0
IRF8,TBC1D10C,555.0
IRF8,NDRG1,303.0
IRF8,CDCA4,743.0
IRF8,UBE2L6,323.0
IRF8,GMIP,405.0
IRF8,CTLA2B,640.0
IRF8,GALNT6,604.0
IRF8,CD82,417.0
IRF8,NCLN,396.0
IRF8,H2-OB,488.0
IRF8,TMX3,161.0
IRF8,ITGAL,510.0
IRF8,DENND2D,569.0
IRF8,IRF9,359.0
IRF8,LY6C2,459.0
IRF8,NUDT19,215.0
IRF8,TESPA1,404.0
IRF8,IGSF6,558.0
IRF8,CNRIP1,275.0
IRF8,TMEM173,277.0
IRF8,PSEN1,507.0
IRF8,FUT7,412.0
IRF8,NFAT5,251.0
IRF8,WDR5,407.0
IRF8,DPP8,278.0
IRF8,ZDHHC13,218.0
IRF8,FAM76B,274.0
IRF8,TYROBP,314.0
IRF8,TMEM206,277.0
IRF8,BTK,241.0
IRF8,ZDHHC6,238.0
IRF8,ZFP367,372.0
IRF8,KCTD12,442.0
IRF8,PLEK,229.0
IRF8,IDH1,286.0
IRF8,LCP2,176.0
IRF8,MYO1G,268.0
IRF8,EML4,345.0
IRF8,LDHB,243.0
IRF8,ABCB8,477.0
IRF8,SERPINA3G,186.0
IRF8,CST7,241.0
IRF8,FGFR1OP,199.0
IRF8,DUS1L,172.0
IRF8,DHRS3,227.0
IRF8,CYB5R1,296.0
IRF8,CCDC137,293.0
IRF8,ABL1,253.0
IRF8,ARL11,161.0
IRF8,UMPS,236.0
IRF8,TES,290.0
IRF8,METAP1,173.0
IRF8,HACD4,258.0
IRF8,TIMM29,209.0
IRF8,PLIN3,292.0
IRF8,REXO4,159.0
IRF8,PRIM2,202.0
IRF8,ZFP35,194.0
IRF8,GUSB,202.0
IRF8,HACD3,188.0
IRF8,MCM4,138.0
IRF8,GIMAP5,216.0
IRF8,MORC3,219.0
IRF8,TBXAS1,192.0
IRF8,PTGS1,133.0
IRF8,SGMS1,163.0
IRF8,CNIH1,216.0
IRF8,MARS,191.0
IRF8,LONP2,164.0
IRF8,B230219D22RIK,311.0
IRF8,PLEKHO2,156.0
IRF8,DENND1C,168.0
IRF8,ARHGEF39,142.0
IRF8,OTUD6B,199.0
IRF8,IIGP1,146.0
IRF8,CBFB,158.0
IRF8,NOP2,153.0
IRF8,GMFB,129.0
IRF8,UBR7,129.0
IRF8,TBL3,140.0
IRF8,DOK2,137.0
IRF8,ATP6AP2,207.0
IRF8,PSAT1,206.0
IRF8,GTF2H1,194.0
IRF8,1700017B05RIK,190.0
IRF8,XPC,109.0
IRF8,GCNT2,183.0
IRF8,SCARF1,177.0
IRF8,RANGAP1,173.0
IRF8,CCL4,171.0
IRF8,STT3B,170.0
IRF8,USP10,168.0
IRF8,FAM111A,164.0
IRF8,TSPAN14,162.0
IRF8,INO80D,158.0
IRF8,PRPF4,144.0
IRF8,CALCRL,143.0
IRF8,NUP107,132.0
IRF8,MYO5A,131.0
IRF8,MS4A3,118.0
IRF8,CLPTM1L,113.0
IRF8,KAT7,111.0
IRF8,FCGR3,110.0
IRF8,CASP4,110.0
IRF8,INPP5B,108.0
IRF8,PLD3,103.0
JUN,CDT1,2065.0
JUN,COLGALT1,2058.0
JUN,TMX4,2545.0
JUN,BTG2,1839.0
JUN,GUSB,1806.0
JUN,ABCB8,1888.0
JUN,TRIM47,2426.0
JUN,ATP8B4,1992.0
JUN,CLEC12A,2058.0
JUN,CCL4,1764.0
JUN,NEURL3,2064.0
JUN,PPP1R15A,1458.0
JUN,CISH,2465.0
JUN,PLEK,1610.0
JUN,TMEM229B,1726.0
JUN,TGM2,2382.0
JUN,UBA7,2126.0
JUN,GBP3,1643.0
JUN,ATAD1,2024.0
JUN,NFKBIA,1453.0
JUN,TCIRG1,1511.0
JUN,PLD3,1885.0
JUN,HK3,1823.0
JUN,TPM4,1436.0
JUN,SLC30A5,1198.0
JUN,EBI3,2179.0
JUN,XAF1,1396.0
JUN,DUSP1,1174.0
JUN,ELMO2,1483.0
JUN,RTP4,1598.0
JUN,PLIN3,1112.0
JUN,NAMPT,1208.0
JUN,GBP7,1389.0
JUN,TUBGCP2,1304.0
JUN,ANXA2,1098.0
JUN,CYP4V3,1457.0
JUN,CFP,1384.0
JUN,UBE2L6,1578.0
JUN,MARS,1093.0
JUN,CTLA2B,1511.0
JUN,DEF8,1042.0
JUN,RANGAP1,1169.0
JUN,GBP2,1571.0
JUN,TNIP3,1995.0
JUN,PHF11B,1924.0
JUN,RFC4,1063.0
JUN,ARL11,1043.0
JUN,SGMS1,1238.0
JUN,CTC1,954.0
JUN,GOLPH3,1143.0
JUN,TOR3A,1064.0
JUN,PAK1,1681.0
JUN,IGSF6,1614.0
JUN,GALNT6,1044.0
JUN,NUP107,841.0
JUN,TMEM43,923.0
JUN,RGCC,858.0
JUN,TNFRSF21,1022.0
JUN,SMPDL3A,1052.0
JUN,KPNA3,602.0
JUN,LONP1,868.0
JUN,TYROBP,866.0
JUN,ZFP367,851.0
JUN,GIMAP6,948.0
JUN,RGS1,963.0
JUN,CALCRL,767.0
JUN,PCMTD1,830.0
JUN,CASP4,1709.0
JUN,CLPTM1L,934.0
JUN,STAT2,1095.0
JUN,AHCYL1,767.0
JUN,IDH1,1173.0
JUN,ARID5A,869.0
JUN,KAT7,717.0
JUN,UHRF1,759.0
JUN,TBXAS1,1094.0
JUN,MICU1,762.0
JUN,DNAJC10,790.0
JUN,RAB44,1149.0
JUN,FOXRED1,1021.0
JUN,FAM111A,956.0
JUN,ZFP945,897.0
JUN,AKNA,696.0
JUN,FAM136A,769.0
JUN,RCC1,1297.0
JUN,CTSZ,1085.0
JUN,TBL3,863.0
JUN,LDHB,1073.0
JUN,KCTD12,1017.0
JUN,ERLIN1,796.0
JUN,ADSSL1,863.0
JUN,CD53,822.0
JUN,CD69,1923.0
JUN,POR,555.0
JUN,ARL8B,444.0
JUN,LY6A,899.0
JUN,MTREX,651.0
JUN,ME2,1175.0
JUN,TIMM29,584.0
JUN,NADK,2080.0
JUN,DPP8,637.0
JUN,XPNPEP1,612.0
JUN,CST7,1024.0
JUN,ARL6IP6,1672.0
JUN,DENND1C,757.0
JUN,BCL2,608.0
JUN,ATF7,634.0
JUN,GCNT2,968.0
JUN,MAPKAPK3,727.0
JUN,TARS,738.0
JUN,TES,1030.0
JUN,PSEN1,741.0
JUN,RMND5A,863.0
JUN,MTMR6,674.0
JUN,SDF2L1,1165.0
JUN,ANXA5,738.0
JUN,CDCA4,586.0
JUN,SESN1,650.0
JUN,ZDHHC13,865.0
JUN,DOK2,547.0
JUN,METTL7A1,772.0
JUN,CUL3,560.0
JUN,PLAA,806.0
JUN,PROCR,925.0
JUN,FCGR3,807.0
JUN,SERPINA3G,1040.0
JUN,TBC1D10C,517.0
JUN,SAMD9L,1214.0
JUN,MYO5A,611.0
JUN,PLEKHO2,790.0
JUN,CD82,534.0
JUN,MKI67,1013.0
JUN,NDRG1,1202.0
JUN,ITSN1,677.0
JUN,ZFP35,480.0
JUN,RRM1,682.0
JUN,GTF2H1,473.0
JUN,FAM76B,559.0
JUN,ZFP451,749.0
JUN,DCAF13,616.0
JUN,CYB5R1,653.0
JUN,CD300A,772.0
JUN,FGFR1OP,569.0
JUN,ADO,473.0
JUN,MS4A6C,668.0
JUN,ACOX1,451.0
JUN,MSMO1,473.0
JUN,B230219D22RIK,729.0
JUN,TOPORS,662.0
JUN,MAD2L1,454.0
JUN,HACD4,534.0
JUN,RASA4,573.0
JUN,WDR4,580.0
JUN,FDFT1,484.0
JUN,POLR2B,410.0
JUN,PSAT1,739.0
JUN,MED16,385.0
JUN,INTS13,476.0
JUN,CLN5,617.0
JUN,DENND2D,986.0
JUN,NOP2,789.0
JUN,GMFB,625.0
JUN,USP37,399.0
JUN,UMPS,400.0
JUN,CASP1,575.0
JUN,GSR,521.0
JUN,LAPTM4B,405.0
JUN,DNAJC5,374.0
JUN,TSPAN14,310.0
JUN,XPC,476.0
JUN,CCDC137,572.0
JUN,IRF9,449.0
JUN,DUS1L,319.0
JUN,METAP1,469.0
JUN,BC005561,733.0
JUN,PARP8,562.0
JUN,ICAM1,1313.0
JUN,TMEM97,1154.0
JUN,GRK3,1401.0
JUN,ACAA2,426.0
JUN,MOGS,477.0
JUN,VAV3,483.0
JUN,RARS,363.0
JUN,LONP2,388.0
JUN,PRPF4,485.0
JUN,INO80D,583.0
JUN,FUCA2,486.0
JUN,MORC3,505.0
JUN,CSF3R,1026.0
JUN,MCM4,449.0
JUN,SETD2,594.0
JUN,POLD1,411.0
JUN,CHRNB1,324.0
JUN,POLR1B,312.0
JUN,MLKL,507.0
JUN,HLF,458.0
JUN,PRMT7,370.0
JUN,ITGAL,579.0
JUN,PDZK1IP1,629.0
JUN,APOE,458.0
JUN,CBFB,456.0
JUN,TRIM35,364.0
JUN,NCEH1,407.0
JUN,CTSL,385.0
JUN,AKAP8L,479.0
JUN,SEH1L,465.0
JUN,ANXA3,447.0
JUN,EML4,561.0
JUN,CCDC50,499.0
JUN,IPO9,853.0
JUN,MYO1F,512.0
JUN,PTTG1IP,544.0
JUN,IARS,438.0
JUN,ARHGEF39,766.0
JUN,LCP2,410.0
JUN,CYBC1,510.0
JUN,TACC3,254.0
JUN,PRIM2,596.0
JUN,ALAS1,1044.0
JUN,COPB1,397.0
JUN,OASL2,483.0
JUN,SNX30,338.0
JUN,RABGGTB,314.0
JUN,DDX58,496.0
JUN,GLB1,434.0
JUN,BID,261.0
JUN,PIM2,1468.0
JUN,GANAB,337.0
JUN,CD74,1175.0
JUN,CSGALNACT2,499.0
JUN,SHMT1,759.0
JUN,MFSD14B,370.0
JUN,FCER1G,352.0
JUN,ANXA1,348.0
JUN,OTUD6B,265.0
JUN,ZNRF2,253.0
JUN,GMCL1,243.0
JUN,NCLN,455.0
JUN,RANBP3,428.0
JUN,PRELID3B,411.0
JUN,CNRIP1,407.0
JUN,SLC39A6,541.0
JUN,UBR7,377.0
JUN,MCM5,254.0
JUN,TMEM206,431.0
JUN,1700017B05RIK,647.0
JUN,SLC35B4,290.0
JUN,RCSD1,1162.0
JUN,METTL27,875.0
JUN,DHRS3,354.0
JUN,RGS2,269.0
JUN,CSF2RB,356.0
JUN,NFAT5,687.0
JUN,OSBPL1A,420.0
JUN,SLC2A3,415.0
JUN,CD52,289.0
JUN,F11R,645.0
JUN,PTDSS1,348.0
JUN,EMILIN1,379.0
JUN,MCM2,291.0
JUN,TCP11L2,386.0
JUN,MFSD1,239.0
JUN,ST6GALNAC4,473.0
JUN,FGL2,356.0
JUN,TIPIN,272.0
JUN,SERPINB9,457.0
JUN,NFAM1,378.0
JUN,CDCA8,352.0
JUN,RFC5,430.0
JUN,HEXA,533.0
JUN,H2-AA,467.0
JUN,ZFP24,357.0
JUN,PPAT,330.0
JUN,ELP2,351.0
JUN,CCL9,377.0
JUN,BC035044,955.0
JUN,RPA1,207.0
JUN,FES,272.0
JUN,USP10,374.0
JUN,ZDHHC6,399.0
JUN,TMX3,212.0
JUN,LIG1,209.0
JUN,FRRS1,334.0
JUN,CSTF2,383.0
JUN,ACOT9,337.0
JUN,POLE3,216.0
JUN,LYN,622.0
JUN,ALDH9A1,243.0
JUN,FAM91A1,329.0
JUN,MIS12,252.0
JUN,IL21R,525.0
JUN,EYA2,855.0
JUN,APLP2,325.0
JUN,PFKP,393.0
JUN,MAP4K2,848.0
JUN,PREP,398.0
JUN,DHFR,208.0
JUN,ABL1,244.0
JUN,NCF1,980.0
JUN,IRGM2,512.0
JUN,OTULINL,292.0
JUN,TUBGCP3,284.0
JUN,ATP13A1,302.0
JUN,IL27RA,683.0
JUN,TBC1D9B,454.0
JUN,WDR5,230.0
JUN,LAP3,325.0
JUN,ATG12,193.0
JUN,AP3S1,193.0
JUN,WDR55,136.0
JUN,INPP5B,565.0
JUN,ATP6AP2,302.0
JUN,SLC19A1,411.0
JUN,MRPL37,245.0
JUN,NDE1,307.0
JUN,PRKCH,247.0
JUN,MOB3C,421.0
JUN,FTSJ3,262.0
JUN,NCAPD2,313.0
JUN,TSC22D3,192.0
JUN,GMNN,194.0
JUN,TYMS,271.0
JUN,JPT2,220.0
JUN,PRODH,459.0
JUN,UNC93B1,356.0
JUN,TRMT11,309.0
JUN,SNAP47,216.0
JUN,STT3B,201.0
JUN,TMEM50B,446.0
JUN,CYP2J6,379.0
JUN,STXBP4,227.0
JUN,FAR1,319.0
JUN,ISYNA1,253.0
JUN,PNO1,199.0
JUN,IGTP,234.0
JUN,PTGS1,195.0
JUN,PADI4,358.0
JUN,PCMTD2,190.0
JUN,TRIM59,205.0
JUN,PANX1,243.0
JUN,REXO4,248.0
JUN,MSH6,193.0
JUN,FLNB,239.0
JUN,TAF12,261.0
JUN,PUS7,255.0
JUN,CDC7,236.0
JUN,MLLT3,173.0
JUN,CCNB2,171.0
JUN,SSH3,220.0
JUN,PCLAF,181.0
JUN,GRINA,274.0
JUN,FCHO2,274.0
JUN,CTSO,325.0
JUN,FUT7,195.0
JUN,SERPINB1A,639.0
JUN,H1F0,258.0
JUN,IRF8,429.0
JUN,GPR65,221.0
JUN,NUDT19,297.0
JUN,CNIH1,273.0
JUN,PEAR1,593.0
JUN,GOLT1B,181.0
JUN,TM6SF1,270.0
JUN,CERK,197.0
JUN,MCM3,208.0
JUN,ATP6AP1,202.0
JUN,COQ8A,204.0
JUN,ZBTB38,345.0
JUN,GLIPR2,185.0
JUN,VPS35,220.0
JUN,RAB31,337.0
JUN,ORC6,220.0
JUN,GPR160,262.0
JUN,UTP4,203.0
JUN,TOP2A,147.0
JUN,RPS6KA3,200.0
JUN,SELENBP1,265.0
JUN,IFI44,230.0
JUN,ABCG2,159.0
JUN,BTK,212.0
JUN,AGPS,216.0
JUN,ST8SIA4,154.0
JUN,CSAD,443.0
JUN,SLC25A46,172.0
JUN,SNAP23,310.0
JUN,4833439L19RIK,155.0
JUN,SLC44A2,140.0
JUN,SCARF1,216.0
JUN,HELLS,244.0
JUN,PSTPIP1,274.0
JUN,RAB37,156.0
JUN,MYO1G,248.0
JUN,IL12A,800.0
JUN,PRIM1,109.0
JUN,MYCN,145.0
JUN,GNG12,264.0
JUN,MTFR1,263.0
JUN,MGAT5,261.0
JUN,FCGR2B,157.0
JUN,TESPA1,242.0
JUN,KRT18,217.0
JUN,TM7SF3,199.0
JUN,TFR2,195.0
JUN,H2-OB,130.0
JUN,SPNS2,180.0
JUN,SH2D5,179.0
JUN,EPSTI1,177.0
JUN,CSGALNACT1,177.0
JUN,MFNG,169.0
JUN,IRF7,163.0
JUN,SHISA8,159.0
JUN,GIMAP5,159.0
JUN,RRM2,157.0
JUN,CD48,156.0
JUN,ITM2A,155.0
JUN,LGALS1,153.0
JUN,SLC28A2,149.0
JUN,GMIP,148.0
JUN,MAN2A2,144.0
JUN,CERS4,135.0
JUN,CBX7,135.0
JUN,ARHGEF18,130.0
JUN,ITIH5,124.0
JUN,PLXNC1,120.0
JUN,CD9,117.0
JUN,MAGED2,109.0
JUN,TGTP2,106.0
JUN,FLOT2,105.0
JUN,ZFP36,102.0
JUN,PGLYRP2,416.0
NFAT5,STXBP4,166.0
NFAT5,TIPIN,105.0
NFAT5,TRPC6,169.0
RPA1,EMID1,502.0
RPA1,PRIM2,178.0
RPA1,GIMAP1,126.0
RPA1,GMFB,111.0
STAT2,IRF9,4302.0
STAT2,RTP4,4426.0
STAT2,TGTP2,3911.0
STAT2,OASL2,4073.0
STAT2,TOR3A,3321.0
STAT2,IRGM2,3037.0
STAT2,IGTP,3050.0
STAT2,XAF1,3149.0
STAT2,IRF7,2885.0
STAT2,NAMPT,1945.0
STAT2,GBP7,3453.0
STAT2,SAMD9L,2582.0
STAT2,GBP3,3654.0
STAT2,CLPTM1L,1534.0
STAT2,FOXRED1,1686.0
STAT2,LONP1,1442.0
STAT2,ARID5A,1799.0
STAT2,PHF11B,2699.0
STAT2,EPSTI1,1686.0
STAT2,PLAA,1319.0
STAT2,RFC4,1356.0
STAT2,MFSD1,1230.0
STAT2,WDR4,1229.0
STAT2,DUS1L,1054.0
STAT2,TIMM29,1118.0
STAT2,RRM1,983.0
STAT2,OTUD6B,1088.0
STAT2,UBA7,1953.0
STAT2,HELLS,1065.0
STAT2,SERPINA3G,1424.0
STAT2,CCDC50,1434.0
STAT2,COQ8A,991.0
STAT2,GTF2H1,906.0
STAT2,AHCYL1,954.0
STAT2,DDX58,1508.0
STAT2,RARS,835.0
STAT2,IFI44,2461.0
STAT2,TBL3,760.0
STAT2,IIGP1,2268.0
STAT2,TMEM229B,1296.0
STAT2,CD69,1000.0
STAT2,CDCA8,631.0
STAT2,MORC3,663.0
STAT2,NUDT19,539.0
STAT2,JUN,587.0
STAT2,NFKBIA,618.0
STAT2,IRF8,515.0
STAT2,DHFR,718.0
STAT2,ATP13A1,430.0
STAT2,GBP2,1428.0
STAT2,RGCC,718.0
STAT2,CASP4,858.0
STAT2,ZFP367,587.0
STAT2,APLP2,539.0
STAT2,TOPORS,556.0
STAT2,MARS,466.0
STAT2,SLC39A6,459.0
STAT2,ELP2,459.0
STAT2,PLD3,581.0
STAT2,NUP107,558.0
STAT2,FAM91A1,501.0
STAT2,NFAT5,526.0
STAT2,NOP2,682.0
STAT2,RABGGTB,655.0
STAT2,ATAD1,525.0
STAT2,MFSD14B,430.0
STAT2,SLC25A46,467.0
STAT2,PRPF4,508.0
STAT2,UBR7,491.0
STAT2,PSEN1,549.0
STAT2,HEXA,494.0
STAT2,CD52,869.0
STAT2,GOLT1B,505.0
STAT2,ATF7,449.0
STAT2,DPP8,484.0
STAT2,TCIRG1,951.0
STAT2,LCP2,970.0
STAT2,GMFB,402.0
STAT2,TACC3,376.0
STAT2,B230219D22RIK,553.0
STAT2,ARL8B,601.0
STAT2,TIPIN,482.0
STAT2,LONP2,439.0
STAT2,NDRG1,490.0
STAT2,H1F0,372.0
STAT2,RASA4,634.0
STAT2,CCDC137,366.0
STAT2,ZDHHC13,371.0
STAT2,CDT1,437.0
STAT2,PTTG1IP,550.0
STAT2,SEH1L,413.0
STAT2,POR,455.0
STAT2,DUSP1,384.0
STAT2,DNAJC10,324.0
STAT2,CDCA4,483.0
STAT2,DNAJC5,487.0
STAT2,CALCRL,551.0
STAT2,TAF12,421.0
STAT2,RFC5,359.0
STAT2,DCAF13,346.0
STAT2,CISH,328.0
STAT2,MLKL,586.0
STAT2,BTG2,531.0
STAT2,TUBGCP3,367.0
STAT2,SELL,423.0
STAT2,SLC30A5,443.0
STAT2,GANAB,398.0
STAT2,PRMT7,428.0
STAT2,ARL6IP6,295.0
STAT2,TUBGCP2,357.0
STAT2,NCLN,570.0
STAT2,NCAPD2,235.0
STAT2,PPP1R15A,493.0
STAT2,TRMT11,323.0
STAT2,MCM3,295.0
STAT2,PTDSS1,270.0
STAT2,STXBP4,216.0
STAT2,RGS2,375.0
STAT2,ATG12,351.0
STAT2,AP3S1,351.0
STAT2,UTP4,327.0
STAT2,XPC,357.0
STAT2,RCC1,300.0
STAT2,FCHO2,460.0
STAT2,POLR1B,344.0
STAT2,SESN1,259.0
STAT2,MCM5,320.0
STAT2,FAR1,302.0
STAT2,PPAT,269.0
STAT2,ICAM1,326.0
STAT2,INO80D,293.0
STAT2,RMND5A,283.0
STAT2,PIM2,399.0
STAT2,RGS1,276.0
STAT2,ALAS1,350.0
STAT2,MIS12,248.0
STAT2,ZDHHC6,234.0
STAT2,CUL3,211.0
STAT2,MYO5A,298.0
STAT2,INTS13,286.0
STAT2,MCM4,214.0
STAT2,USP10,230.0
STAT2,REXO4,237.0
STAT2,JPT2,305.0
STAT2,TRIM59,310.0
STAT2,TMEM97,321.0
STAT2,MAD2L1,331.0
STAT2,ZNRF2,424.0
STAT2,USP37,217.0
STAT2,IARS,423.0
STAT2,KAT7,270.0
STAT2,FAM136A,303.0
STAT2,TMEM43,308.0
STAT2,FAM76B,304.0
STAT2,COLGALT1,398.0
STAT2,RANBP3,309.0
STAT2,PFKP,358.0
STAT2,MOGS,365.0
STAT2,ACOX1,288.0
STAT2,TMX4,314.0
STAT2,BID,378.0
STAT2,IPO9,269.0
STAT2,ME2,290.0
STAT2,STT3B,260.0
STAT2,GMNN,301.0
STAT2,CNIH1,395.0
STAT2,UBE2L6,514.0
STAT2,BCL2,246.0
STAT2,RRM2,435.0
STAT2,MED16,242.0
STAT2,TMEM206,283.0
STAT2,PLIN3,240.0
STAT2,ZFP24,330.0
STAT2,METAP1,232.0
STAT2,CLN5,273.0
STAT2,UNC93B1,376.0
STAT2,SETD2,206.0
STAT2,NADK,249.0
STAT2,PSAT1,191.0
STAT2,TOP2A,359.0
STAT2,GIMAP5,285.0
STAT2,MTREX,250.0
STAT2,TYMS,371.0
STAT2,GNG12,246.0
STAT2,FTSJ3,252.0
STAT2,ACAA2,393.0
STAT2,PSTPIP1,279.0
STAT2,AKAP8L,312.0
STAT2,MSH6,280.0
STAT2,MOB3C,262.0
STAT2,PREP,268.0
STAT2,CTC1,298.0
STAT2,ANXA1,372.0
STAT2,TRIM35,329.0
STAT2,GMCL1,354.0
STAT2,VPS35,243.0
STAT2,ORC6,243.0
STAT2,RANGAP1,285.0
STAT2,POLR2B,228.0
STAT2,FCER1G,453.0
STAT2,ABL1,273.0
STAT2,FLNB,350.0
STAT2,XPNPEP1,272.0
STAT2,CSGALNACT2,267.0
STAT2,NCEH1,265.0
STAT2,SNX30,319.0
STAT2,IDH1,349.0
STAT2,CASP1,412.0
STAT2,MTMR6,214.0
STAT2,ZFP36,400.0
STAT2,GOLPH3,299.0
STAT2,RPA1,343.0
STAT2,MSMO1,254.0
STAT2,GCNT2,371.0
STAT2,KPNA3,277.0
STAT2,UMPS,189.0
STAT2,BC005561,416.0
STAT2,LAP3,247.0
STAT2,PRELID3B,320.0
STAT2,4833439L19RIK,165.0
STAT2,PLEK,219.0
STAT2,SHMT1,268.0
STAT2,DENND1C,209.0
STAT2,GIMAP6,256.0
STAT2,COPB1,262.0
STAT2,SDF2L1,264.0
STAT2,NDE1,250.0
STAT2,TES,227.0
STAT2,ZFP451,248.0
STAT2,ST8SIA4,234.0
STAT2,FGFR1OP,298.0
STAT2,FDFT1,317.0
STAT2,ZFP35,206.0
STAT2,UBL4A,159.0
STAT2,OTULINL,263.0
STAT2,AGPS,381.0
STAT2,LY6A,178.0
STAT2,GUSB,219.0
STAT2,MICU1,217.0
STAT2,PARP8,179.0
STAT2,FAM111A,212.0
STAT2,PCMTD1,211.0
STAT2,SNAP47,264.0
STAT2,CST7,165.0
STAT2,TMX3,239.0
STAT2,PANX1,165.0
STAT2,SGMS1,163.0
STAT2,WDR55,203.0
STAT2,MCM2,223.0
STAT2,TPM4,242.0
STAT2,GLB1,157.0
STAT2,HACD3,205.0
STAT2,CDC7,229.0
STAT2,ABCB8,163.0
STAT2,ATP8B4,171.0
STAT2,PRIM2,215.0
STAT2,PRIM1,183.0
STAT2,TARS,191.0
STAT2,POLD1,249.0
STAT2,NCF1,312.0
STAT2,PRODH,269.0
STAT2,CSTF2,193.0
STAT2,PCMTD2,170.0
STAT2,WDR5,182.0
STAT2,PCLAF,191.0
STAT2,CBFB,198.0
STAT2,SLC19A1,186.0
STAT2,MKI67,171.0
STAT2,UHRF1,228.0
STAT2,ANXA5,187.0
STAT2,SCARF1,271.0
STAT2,1700017B05RIK,173.0
STAT2,PLEKHO2,298.0
STAT2,POLE3,179.0
STAT2,CCNB2,242.0
STAT2,MRPL37,168.0
STAT2,DENND2D,223.0
STAT2,ACOT9,228.0
STAT2,PNO1,159.0
STAT2,PRKCH,237.0
STAT2,CTSO,154.0
STAT2,EML4,147.0
STAT2,CD82,156.0
STAT2,ZBTB38,144.0
STAT2,ALDH9A1,220.0
STAT2,LDHB,198.0
STAT2,G6PDX,130.0
STAT2,OSBPL1A,214.0
STAT2,MAP4K2,274.0
STAT2,FUCA2,140.0
STAT2,CYB5R1,204.0
STAT2,CYBC1,191.0
STAT2,SLCO3A1,202.0
STAT2,CD53,185.0
STAT2,SLC35B4,176.0
STAT2,DEF8,132.0
STAT2,ADO,132.0
STAT2,TMEM173,279.0
STAT2,FRRS1,176.0
STAT2,TBC1D9B,119.0
STAT2,ISYNA1,179.0
STAT2,KCTD12,156.0
STAT2,TESPA1,186.0
STAT2,LAPTM4B,163.0
STAT2,PAK1,163.0
STAT2,ATP6AP1,188.0
STAT2,GRINA,180.0
STAT2,MYCN,170.0
STAT2,ITSN1,184.0
STAT2,CHRNB1,185.0
STAT2,AKNA,145.0
STAT2,IL27RA,153.0
STAT2,GMIP,145.0
STAT2,MTFR1,144.0
STAT2,LIG1,145.0
STAT2,PEAR1,137.0
STAT2,ANXA2,133.0
STAT2,TBC1D10C,136.0
STAT2,ELMO2,151.0
STAT2,CCL9,260.0
STAT2,CTSZ,130.0
STAT2,USP11,139.0
STAT2,MGAT5,105.0
STAT2,CD74,111.0
STAT2,ST6GALNAC4,113.0
STAT2,CERS4,132.0
STAT2,PLXNC1,106.0
STAT2,CASP12,197.0
STAT2,ERLIN1,121.0
STAT2,CBX7,180.0
STAT2,HLF,164.0
STAT2,PUS7,152.0
STAT2,MLLT3,151.0
STAT2,MYO1G,150.0
STAT2,GLIPR2,148.0
STAT2,MS4A6C,146.0
STAT2,FES,142.0
STAT2,TSPAN14,141.0
STAT2,GSR,141.0
STAT2,EYA2,139.0
STAT2,MAPKAPK3,132.0
STAT2,GRK3,125.0
STAT2,CYP4V3,124.0
STAT2,MFNG,123.0
STAT2,CD48,120.0
STAT2,RPS6KA3,118.0
STAT2,GIMAP1,118.0
STAT2,ITGAL,115.0
STAT2,SLC44A2,111.0
STAT2,RCSD1,108.0
STAT2,ITM2A,104.0
STAT2,IL21R,104.0
STAT2,CCL4,101.0
STAT2,ADSSL1,101.0
WDR5,MIS12,2774.0
WDR5,MCM3,2858.0
WDR5,TOP2A,2748.0
WDR5,FDFT1,2623.0
WDR5,SLC35B4,2658.0
WDR5,NCLN,2309.0
WDR5,TMEM43,2470.0
WDR5,CDCA8,2468.0
WDR5,MRPL37,2241.0
WDR5,RANGAP1,2234.0
WDR5,RRM1,1884.0
WDR5,FAM76B,1959.0
WDR5,FOXRED1,2349.0
WDR5,MSMO1,2257.0
WDR5,ELMO2,2189.0
WDR5,MCM5,2194.0
WDR5,TIMM29,2072.0
WDR5,KAT7,2314.0
WDR5,TMEM97,2026.0
WDR5,TACC3,2091.0
WDR5,PRPF4,2116.0
WDR5,AKAP8L,2040.0
WDR5,REXO4,1598.0
WDR5,ITSN1,1795.0
WDR5,ABL1,2027.0
WDR5,ARL6IP6,1749.0
WDR5,MARS,1905.0
WDR5,PLAA,1402.0
WDR5,JPT2,1774.0
WDR5,POLR1B,1797.0
