Gene1,Gene2,Score
JUN,SPNS2,180.0
JUN,ATP2A3,173.0
JUN,ALKBH8,172.0
JUN,MFNG,169.0
JUN,GIMAP5,159.0
JUN,CTTN,159.0
JUN,RRM2,157.0
JUN,CITED4,155.0
JUN,TMEM176B,147.0
JUN,TMEM176A,147.0
JUN,RASAL3,142.0
JUN,GYPA,139.0
JUN,2210016F16RIK,135.0
JUN,ITIH5,124.0
JUN,ARHGEF6,123.0
JUN,PLXNC1,120.0
JUN,CD9,117.0
JUN,CD34,116.0
JUN,SAMD14,106.0
JUN,ZFP36,102.0
JUN,PPP2R1B,102.0
JUN,PGLYRP2,416.0
JUN,GDF3,205.0
RAD51,CD1D1,280.0
RAD51,IFI203,141.0
RAD51,DUS1L,209.0
RAD51,SLC25A38,183.0
RAD51,UROS,108.0
WDR5,MIS12,2774.0
WDR5,TOP2A,2748.0
WDR5,UBE2C,2711.0
WDR5,CKAP2L,2603.0
WDR5,CDCA3,2257.0
WDR5,NCLN,2309.0
WDR5,CDCA8,2468.0
WDR5,TPX2,2363.0
WDR5,ZFP871,1738.0
WDR5,WARS,2072.0
WDR5,MRPL37,2241.0
WDR5,ELAC2,2412.0
WDR5,RANGAP1,2234.0
WDR5,RRM1,1884.0
WDR5,FOXRED1,2349.0
WDR5,SPC25,2218.0
WDR5,MCM5,2194.0
WDR5,AURKA,1513.0
WDR5,TIMM29,2072.0
WDR5,COA5,1991.0
WDR5,TMEM97,2026.0
WDR5,WDR75,2122.0
WDR5,TMEM129,2091.0
WDR5,TACC3,2091.0
WDR5,INCENP,2179.0
WDR5,BUB1B,2030.0
WDR5,PRPF4,2116.0
WDR5,STK25,1909.0
WDR5,SPC24,2203.0
WDR5,HSPH1,1705.0
WDR5,REXO4,1598.0
WDR5,DCAF11,2010.0
WDR5,ARL6IP6,1749.0
WDR5,MARS,1905.0
WDR5,CDC45,2094.0
WDR5,POLR1B,1797.0
WDR5,PRIM1,1291.0
WDR5,GOLT1B,1629.0
WDR5,KIF22,1729.0
WDR5,ORC2,1764.0
WDR5,PPOX,1690.0
WDR5,ASF1B,1603.0
WDR5,MTHFD1,1669.0
WDR5,POLE3,1613.0
WDR5,RAD51,1763.0
WDR5,CENPA,1712.0
WDR5,DNPEP,1541.0
WDR5,CISH,1616.0
WDR5,PSMF1,1251.0
WDR5,FTSJ3,1703.0
WDR5,TARS,1522.0
WDR5,SCFD1,1612.0
WDR5,MAU2,1416.0
WDR5,PACSIN2,1407.0
WDR5,FASTKD2,1328.0
WDR5,CRNKL1,1414.0
WDR5,HARS2,1562.0
WDR5,HARS,1562.0
WDR5,RAD51AP1,1475.0
WDR5,ABCB8,1403.0
WDR5,ALKBH8,1525.0
WDR5,PNO1,1240.0
WDR5,KPNA3,1509.0
WDR5,RNF13,1402.0
WDR5,CDC6,1362.0
WDR5,MFSD1,1159.0
WDR5,TUBGCP2,1212.0
WDR5,THUMPD3,1436.0
WDR5,NARF,1458.0
WDR5,E2F8,1399.0
WDR5,DUS1L,1142.0
WDR5,ZFP110,1204.0
WDR5,BYSL,1272.0
WDR5,LIG1,1217.0
WDR5,TANGO2,1328.0
WDR5,SLC35A1,1323.0
WDR5,HMBS,1246.0
WDR5,UBE2G2,1033.0
WDR5,UBR7,1352.0
WDR5,ME2,1379.0
WDR5,CENPK,1256.0
WDR5,RFC4,1003.0
WDR5,GOSR2,1056.0
WDR5,JUN,1126.0
WDR5,ZDHHC6,886.0
WDR5,OTUD6B,1169.0
WDR5,RARS,1143.0
WDR5,MCM4,1029.0
WDR5,CHMP7,1232.0
WDR5,INPP5B,1218.0
WDR5,CDC20,1249.0
WDR5,PRKAB1,1274.0
WDR5,LRRC14,1037.0
WDR5,PTDSS1,837.0
WDR5,BAP1,842.0
WDR5,UHRF1,1432.0
WDR5,APLP2,979.0
WDR5,WDR73,1072.0
WDR5,LONP1,1158.0
WDR5,ORC6,874.0
WDR5,DHFR,561.0
WDR5,CUL4A,863.0
WDR5,ZFP35,978.0
WDR5,NUP107,1012.0
WDR5,UROS,981.0
WDR5,PKM,1199.0
WDR5,DDX20,884.0
WDR5,RFC5,1040.0
WDR5,HAGH,1125.0
WDR5,GFM1,779.0
WDR5,HSDL1,1053.0
WDR5,FPGS,1015.0
WDR5,SMC2,1130.0
WDR5,SPPL2B,906.0
WDR5,DCAF4,910.0
WDR5,PIK3R2,960.0
WDR5,IARS,887.0
WDR5,BIRC5,1017.0
WDR5,LPCAT3,992.0
WDR5,ATP13A1,961.0
WDR5,NUP85,664.0
WDR5,WDR6,987.0
WDR5,PDCL,1056.0
WDR5,MNS1,991.0
WDR5,VPS33B,865.0
WDR5,RNF115,776.0
WDR5,PSMD9,885.0
WDR5,ARAP1,969.0
WDR5,TBC1D15,926.0
WDR5,PIGQ,700.0
WDR5,PTDSS2,846.0
WDR5,EDC3,876.0
WDR5,POGLUT1,815.0
WDR5,NSDHL,881.0
WDR5,ZFP655,951.0
WDR5,FTSJ1,825.0
WDR5,CYB5R3,941.0
WDR5,MTFR1,1068.0
WDR5,WDR4,874.0
WDR5,GTF2H1,789.0
WDR5,NAPSA,908.0
WDR5,NUDT9,846.0
WDR5,SQLE,843.0
WDR5,CCNB2,1010.0
WDR5,PRMT7,760.0
WDR5,CPOX,976.0
WDR5,PMPCA,743.0
WDR5,MAD2L1,971.0
WDR5,CCDC137,669.0
WDR5,ORC5,704.0
WDR5,MAPK9,921.0
WDR5,PFKM,508.0
WDR5,HAUS2,671.0
WDR5,FBXW5,506.0
WDR5,FZR1,741.0
WDR5,TSPAN33,809.0
WDR5,PICALM,739.0
WDR5,RFESD,697.0
WDR5,CCNA2,936.0
WDR5,LEPROT,917.0
WDR5,D10WSU102E,742.0
WDR5,MGST3,746.0
WDR5,UBAC1,702.0
WDR5,XRCC5,699.0
WDR5,TMEM186,646.0
WDR5,RABIF,821.0
WDR5,CLPX,701.0
WDR5,CAST,831.0
WDR5,WDR55,713.0
WDR5,ABCF3,948.0
WDR5,PPAT,727.0
WDR5,ALAD,346.0
WDR5,ZDHHC13,645.0
WDR5,UBXN2B,609.0
WDR5,SLC20A1,862.0
WDR5,FIGNL1,551.0
WDR5,NCEH1,761.0
WDR5,TAF12,649.0
WDR5,SLC31A1,623.0
WDR5,MOGS,781.0
WDR5,UCKL1,702.0
WDR5,ZFP397,583.0
WDR5,MSH6,495.0
WDR5,PBK,514.0
WDR5,CDT1,528.0
WDR5,POLD1,571.0
WDR5,TUBGCP3,530.0
WDR5,FOS,599.0
WDR5,PRIM2,554.0
WDR5,PWP2,551.0
WDR5,MAVS,612.0
WDR5,NUP93,635.0
WDR5,SLC25A38,621.0
WDR5,UAP1,759.0
WDR5,SLC19A1,526.0
WDR5,SLC14A1,541.0
WDR5,WDHD1,660.0
WDR5,E2F6,282.0
WDR5,FKBP1A,496.0
WDR5,MINPP1,601.0
WDR5,LIMD2,270.0
WDR5,CEP70,680.0
WDR5,METAP1,628.0
WDR5,GMNN,507.0
WDR5,RMND5B,285.0
WDR5,CHUK,502.0
WDR5,ATG4B,573.0
WDR5,SPTLC1,413.0
WDR5,ELP3,503.0
WDR5,PRELID3B,711.0
WDR5,HERC4,335.0
WDR5,ZFP62,541.0
WDR5,PON2,431.0
WDR5,BTAF1,445.0
WDR5,MFSD14B,423.0
WDR5,GFI1B,478.0
WDR5,RRM2,569.0
WDR5,TOPORS,431.0
WDR5,G6PDX,507.0
WDR5,SPNS2,635.0
WDR5,TFRC,506.0
WDR5,GIMAP6,403.0
WDR5,INTS13,535.0
WDR5,TCP11L2,503.0
WDR5,RNASE6,623.0
WDR5,ASB8,437.0
WDR5,FAM234B,487.0
WDR5,RASAL3,491.0
WDR5,ASAH1,487.0
WDR5,PITPNB,474.0
WDR5,CRIP2,457.0
WDR5,TRMT11,422.0
WDR5,RGS1,711.0
WDR5,CDCA4,357.0
WDR5,CCNB1,310.0
WDR5,TMC6,361.0
WDR5,SPRYD4,432.0
WDR5,GPR171,464.0
WDR5,TREML2,410.0
WDR5,CHP1,486.0
WDR5,TXNRD2,434.0
WDR5,CDC7,397.0
WDR5,AURKB,488.0
WDR5,NUDT19,297.0
WDR5,CAPN7,345.0
WDR5,ANXA5,507.0
WDR5,NDE1,388.0
WDR5,APEH,463.0
WDR5,TMX3,358.0
WDR5,RNF139,421.0
WDR5,CPT2,450.0
WDR5,STOM,380.0
WDR5,RASA3,380.0
WDR5,METTL7A1,486.0
WDR5,SLC25A45,386.0
WDR5,SDHAF2,287.0
WDR5,ST6GALNAC4,430.0
WDR5,TIPIN,254.0
WDR5,AP1G2,359.0
WDR5,STAP1,444.0
WDR5,XPNPEP1,350.0
WDR5,CASP3,306.0
WDR5,CD55,393.0
WDR5,SMAD2,326.0
WDR5,OPTN,172.0
WDR5,CLN5,340.0
WDR5,RGS2,325.0
WDR5,CTSE,226.0
WDR5,KLHL6,301.0
WDR5,GIMAP5,321.0
WDR5,TMEM109,252.0
WDR5,CTSC,330.0
WDR5,RCC1,415.0
WDR5,SLC11A2,296.0
WDR5,MYCN,300.0
WDR5,TRIB2,315.0
WDR5,EXT2,388.0
WDR5,DRAM2,258.0
WDR5,CEPT1,258.0
WDR5,CD82,259.0
WDR5,KLHL22,156.0
WDR5,CAD,247.0
WDR5,MCM2,337.0
WDR5,TMEM263,241.0
WDR5,CSTF2,337.0
WDR5,EBI3,473.0
WDR5,RASSF5,466.0
WDR5,SERPINA3G,332.0
WDR5,BLVRB,455.0
WDR5,UTP4,341.0
WDR5,PQLC1,349.0
WDR5,TBC1D10C,344.0
WDR5,NEURL3,340.0
WDR5,TYMS,437.0
WDR5,GYPC,434.0
WDR5,ABCB4,220.0
WDR5,MAPKAPK3,246.0
WDR5,USP10,343.0
WDR5,IARS2,217.0
WDR5,GIMAP1,259.0
WDR5,IFI30,222.0
WDR5,DUSP2,243.0
WDR5,TNFRSF13B,225.0
WDR5,IL21R,231.0
WDR5,IRF1,279.0
WDR5,BID,331.0
WDR5,1700017B05RIK,244.0
WDR5,NGLY1,204.0
WDR5,LSP1,243.0
WDR5,CTSO,165.0
WDR5,ACSS1,370.0
WDR5,PLCG2,187.0
WDR5,FAM136A,250.0
WDR5,ISG20,185.0
WDR5,ZFP36,191.0
WDR5,DUSP1,181.0
WDR5,2210016F16RIK,188.0
WDR5,NAMPT,202.0
WDR5,CD84,193.0
WDR5,YOD1,165.0
WDR5,IFI203,165.0
WDR5,PLCB2,179.0
WDR5,PPP2R1B,208.0
WDR5,CERS5,176.0
WDR5,CD1D1,171.0
WDR5,VKORC1L1,279.0
WDR5,IL15,268.0
WDR5,FADS1,140.0
WDR5,ATP2A3,264.0
WDR5,UBA3,262.0
WDR5,TLK1,136.0
WDR5,CCNE1,133.0
WDR5,LRRC8C,134.0
WDR5,FECH,134.0
WDR5,ELMO1,122.0
WDR5,CMPK2,131.0
WDR5,STEAP3,135.0
WDR5,PSEN2,228.0
WDR5,DDX58,129.0
WDR5,HACD3,226.0
WDR5,RAB37,134.0
WDR5,PQLC3,133.0
WDR5,GSTM1,117.0
WDR5,TSPAN14,203.0
WDR5,ATP1B2,109.0
WDR5,ZFP639,193.0
WDR5,ST3GAL5,116.0
WDR5,GBP2,184.0
WDR5,RHOF,183.0
WDR5,ANXA1,172.0
WDR5,ITIH5,161.0
WDR5,PLA2G12A,159.0
WDR5,SLC43A3,152.0
WDR5,PEAR1,144.0
WDR5,LCP2,143.0
WDR5,SERPINB9,142.0
WDR5,SLC40A1,141.0
WDR5,DENND2D,133.0
WDR5,PGLYRP2,132.0
WDR5,RAB32,127.0
WDR5,TTLL12,124.0
WDR5,SLC16A1,120.0
WDR5,VWA5A,118.0
WDR5,MKI67,116.0
WDR5,CYTH3,116.0
WDR5,GATM,115.0
WDR5,TK1,114.0
WDR5,ACAA2,114.0
WDR5,SERPINB1A,113.0
WDR5,DECR1,108.0
