,C0,C20,C40,C60,C80,C100,C120,C140,C160,C180,C200,C220,C240,C260,C280,C300,C320,C340,C360,C380,C400,C420,C440,C460,C480,C500,C520,C540,C560,C580,C600,C620,C640,C660,C680,C700,C720,C740,C760,C780,C800,C820,C840,C860,C880,C900,C920,C940,C960,C980,C1000,C1020,C1040,C1060,C1080,C1100
nhaA,0.7158676,0.6994342,0.6665597,0.7060718,0.6406923,0.5798787,0.8096980,0.7342840,0.7617111,0.7136638,0.6932541,0.8156948,0.6809674,0.6479979,0.5908801,0.7489409,0.6886879,0.5938485,0.6458507,0.7044093,0.7669359,0.6106988,0.6421708,0.6998043,0.7136420,0.7177210,0.6577951,0.6406364,0.6504957,0.6408490,0.6702216,0.6531799,0.6850435,0.6688607,0.6684704,0.6565533,0.7132196,0.7923592,0.5987152,0.6382823,0.6272177,0.6788893,0.6537534,0.6208695,0.6109141,0.6827652,0.6141015,0.6563783,0.6759244,0.5295255,0.5576859,0.6468791,0.6746462,0.6325755,0.6329934,0.5564910
fliC,0.0226968,0.0176347,0.0337476,0.0500056,0.0846271,0.0669197,0.0767350,0.1195951,0.1085909,0.0863462,0.1182056,0.0578601,0.0724148,0.0686963,0.0780573,0.1263364,0.1132192,0.1176107,0.0855121,0.1118386,0.1493293,0.1047372,0.1297195,0.1422906,0.2036851,0.1355990,0.1904628,0.1329025,0.1124514,0.1130268,0.1090155,0.2238531,0.2516709,0.1951446,0.1805084,0.1255100,0.1243726,0.0438612,0.0595605,0.0343383,0.0209449,0.0508955,0.0542831,0.0355379,0.0168081,0.0180055,0.0218258,0.0329310,0.0274588,0.0312439,0.0195200,0.0217896,0.0366118,0.0155807,0.0086003,0.0112961
gadY,0.4577429,0.3344265,0.3463425,0.3306327,0.3685555,0.3515542,0.3537318,0.3614325,0.4598743,0.2777730,0.3987577,0.4126094,0.4627023,0.3939734,0.3381047,0.3919872,0.3699501,0.4184887,0.3481757,0.4774460,0.3366503,0.3087865,0.3876836,0.4086469,0.4201844,0.4854134,0.3960749,0.3367311,0.4115160,0.4137724,0.2757552,0.3598851,0.3873452,0.3932159,0.3397016,0.4257321,0.3335833,0.3634328,0.3469459,0.4545579,0.4582394,0.3960543,0.3779884,0.4069494,0.2683348,0.3803369,0.3656999,0.3958246,0.4655554,0.4295372,0.3753098,0.4116780,0.3960499,0.4089078,0.3652920,0.4992313
yjjQ,0.7609324,0.4762807,0.2680388,0.2504338,0.1887418,0.1066511,0.1105291,0.0821467,0.0482019,0.0383895,0.0244386,0.0240989,0.0206033,0.0109130,0.0081685,0.0030159,0.0020405,0.0032199,0.0006400,0.0060016,0.0023863,0.0048407,0.0012436,0.0040862,0.0012314,0.0021954,0.0022230,0.0033270,0.0055783,0.2781468,0.3547617,0.4858466,0.4811943,0.5455809,0.4923450,0.5098777,0.6303185,0.6796635,0.6669991,0.5033088,0.6339825,0.7140432,0.7290504,0.5436124,0.7073432,0.6849126,0.6554793,0.7044288,0.7016608,0.7238017,0.8050213,0.6856882,0.6052094,0.7377493,0.7934940,0.6289393
nemA,0.0981610,0.0844418,0.1240007,0.0999120,0.1453087,0.2393910,0.1983905,0.1566112,0.1791668,0.1901950,0.1951421,0.2648884,0.2066971,0.2974476,0.2605710,0.2368957,0.2407200,0.2381590,0.3535488,0.2153644,0.2257552,0.2150526,0.1709347,0.1873307,0.2539037,0.2850662,0.2128628,0.2114860,0.1912451,0.1735845,0.1673455,0.1682212,0.1445959,0.0897775,0.0903944,0.1421544,0.1059406,0.1163157,0.1126559,0.1077491,0.0875484,0.1189279,0.0992030,0.1262796,0.0948946,0.1153068,0.0709754,0.1572597,0.1479391,0.0909480,0.1660600,0.1193854,0.1314590,0.0584740,0.1171069,0.0709434
dctR,0.3024452,0.1139070,0.1283646,0.0935316,0.2016574,0.2316677,0.2751045,0.1493149,0.1221316,0.1865732,0.1959430,0.2392154,0.2319697,0.2633302,0.2367752,0.1680936,0.2508697,0.2954860,0.2551752,0.1539136,0.2280562,0.3168351,0.2648890,0.1943757,0.2790755,0.2471662,0.2656124,0.2204976,0.2232557,0.2407230,0.2374086,0.2363281,0.2335873,0.1903232,0.2416761,0.1368805,0.2550605,0.2218745,0.1941025,0.2210577,0.2610002,0.2049385,0.2071540,0.1969953,0.2343008,0.2435448,0.1998832,0.2115504,0.2201357,0.1324196,0.2315419,0.1880284,0.2411952,0.2701779,0.2575024,0.2405514
slp,0.6480240,0.6469823,0.6121724,0.5548946,0.5704302,0.6727046,0.5655419,0.6914582,0.6599434,0.5741833,0.6235484,0.7634331,0.6068002,0.5442864,0.7964597,0.5543589,0.7836588,0.6685272,0.6034772,0.5736595,0.6923535,0.7376683,0.6337746,0.6612274,0.6478714,0.7158833,0.7094951,0.6535117,0.6087424,0.6533054,0.5205918,0.5316605,0.5925546,0.6058910,0.5644585,0.5684711,0.6818095,0.5853229,0.6516340,0.6908216,0.7197676,0.6923211,0.6737789,0.6571875,0.5200179,0.6882566,0.5839394,0.5487711,0.6375959,0.5540688,0.5307114,0.5617975,0.5312801,0.6118490,0.5612684,0.5330360
yjjP,0.6257498,0.6460237,0.5275901,0.5888881,0.6683627,0.7081512,0.6658449,0.5270228,0.6424895,0.5862984,0.6494213,0.6088200,0.6261585,0.6406278,0.7447491,0.6157349,0.7788581,0.7091727,0.7116010,0.6091740,0.5489072,0.6191325,0.6494983,0.7885395,0.6527729,0.5687060,0.5679690,0.6831846,0.6508759,0.6479005,0.6706710,0.6556905,0.6151271,0.5468600,0.6772130,0.6801671,0.7051080,0.5363594,0.6353186,0.5892698,0.5616103,0.6562909,0.5616925,0.6160064,0.6366255,0.6059935,0.7133758,0.5659138,0.5731128,0.7638223,0.6096021,0.6178622,0.6459179,0.6510428,0.5066181,0.6964670
ampC,0.7206273,0.5872290,0.6874157,0.6639137,0.6755728,0.8546394,0.6603171,0.6799183,0.5461811,0.6981809,0.6558701,0.8062759,0.8314528,0.6099232,0.7451771,0.7705515,0.7010500,0.7916348,0.6902544,0.7277337,0.6641098,0.7345200,0.7868076,0.6706536,0.7376416,0.6795342,0.6966711,0.6187163,0.7684849,0.6437836,0.5797416,0.6075895,0.7680252,0.7331359,0.7938315,0.6746582,0.7480236,0.6801896,0.6742870,0.7043123,0.7645080,0.6453344,0.6853883,0.7063433,0.5971406,0.8407393,0.8612313,0.6943030,0.7220261,0.6419544,0.7354204,0.7062086,0.6593883,0.8345538,0.7275676,0.7373880
pgaC,0.3721393,0.3623836,0.3542397,0.3979778,0.3828604,0.2077964,0.2118142,0.1323252,0.1596910,0.1500885,0.2018759,0.1828471,0.1985022,0.1590289,0.2543387,0.1672345,0.1313466,0.0580709,0.0725899,0.0910904,0.1138235,0.0649236,0.1059218,0.0880285,0.1616241,0.1251048,0.0916097,0.0990926,0.2022961,0.1438494,0.1135530,0.1813279,0.1725813,0.1947160,0.2572418,0.2057981,0.1968375,0.1985848,0.2589786,0.2594359,0.2222166,0.2486110,0.2403409,0.3223799,0.2778516,0.1994079,0.2512528,0.1794847,0.1400771,0.2228289,0.1633863,0.1597440,0.1966303,0.2547630,0.3141931,0.2157578
gmr,0.2653020,0.3084007,0.3496332,0.3930498,0.4408818,0.4034512,0.3523792,0.5245118,0.5211971,0.4497427,0.4062846,0.4424847,0.4482745,0.5255299,0.3404189,0.4363138,0.3973815,0.5740576,0.5276600,0.4365997,0.3545703,0.3808665,0.3094270,0.4103276,0.4981555,0.5102067,0.4281676,0.4768501,0.4325637,0.4589613,0.4125711,0.3958011,0.3777690,0.3396504,0.3823200,0.3443984,0.3146408,0.3275534,0.4351566,0.4779708,0.3104958,0.3603858,0.3543487,0.2632478,0.3380452,0.3254528,0.2570641,0.2397609,0.2563696,0.3588447,0.3666783,0.3233913,0.4233268,0.4745699,0.3853110,0.3549621
yegR,0.5415942,0.4236652,0.3798383,0.4218658,0.4529606,0.4308683,0.5026530,0.5100910,0.5044669,0.5770409,0.5769179,0.4942100,0.4639048,0.5287198,0.5781859,0.5198464,0.3749708,0.4915030,0.4904126,0.5127723,0.4571072,0.4344028,0.4864209,0.5443666,0.5120527,0.6383856,0.5427197,0.6130002,0.7146825,0.4636836,0.6037677,0.6165035,0.5985911,0.5409508,0.5313508,0.5581938,0.4829060,0.5298766,0.5426331,0.5127664,0.6889376,0.5951127,0.5346987,0.5342295,0.5769864,0.5581093,0.4213757,0.5014154,0.5318262,0.5068678,0.4600257,0.4256430,0.5666276,0.5005185,0.4943983,0.5053504
proW,0.5961546,0.5501252,0.5302701,0.4635816,0.4870506,0.5108123,0.4529921,0.4556674,0.4397052,0.4036821,0.5383927,0.4196859,0.3491953,0.3702171,0.3731060,0.4143997,0.3687171,0.4631131,0.3973445,0.3958284,0.3857151,0.3785692,0.4595206,0.4214979,0.4974179,0.4269489,0.4319058,0.4619041,0.4022745,0.4610558,0.5501081,0.5280864,0.5247259,0.4192993,0.5726917,0.5349957,0.4823512,0.6751781,0.4920149,0.6228865,0.7150925,0.6574555,0.6506234,0.6401479,0.6031008,0.6249546,0.6399816,0.6574959,0.6364559,0.5654769,0.6282704,0.6754486,0.6432988,0.7280738,0.8060286,0.5798985
leuA,0.0024098,0.0139579,0.0058859,0.0113635,0.0043083,0.0034718,0.0032995,0.0013316,0.0134097,0.0025664,0.0039099,0.0061228,0.0040250,0.0065225,0.0026182,0.0088904,0.0093380,0.0075284,0.0022987,0.0089035,0.0098988,0.0011887,0.0071711,0.0016336,0.0032194,0.0213790,0.0031683,0.0028624,0.0073354,0.0117147,0.0094203,0.0125061,0.0032355,0.0023164,0.0017518,0.0107861,0.0032735,0.0005916,0.0014515,0.0010172,0.0003093,0.0017883,0.0031240,0.0163434,0.0016080,0.0007506,0.0049460,0.0048300,0.0035296,0.0013096,0.0023970,0.0050777,0.0038353,0.0047681,0.0035857,0.0003311
leuL,0.0052501,0.1617030,0.3405051,0.3503732,0.4577418,0.4148641,0.4636220,0.4757549,0.4106884,0.5087311,0.5815645,0.4860411,0.5063410,0.5507629,0.4355305,0.5211578,0.5024933,0.4785286,0.5945983,0.6010833,0.5050665,0.5183049,0.5255675,0.5758493,0.6364201,0.5186168,0.5335534,0.5729858,0.4673053,0.3705143,0.2245813,0.2094851,0.1963481,0.0714782,0.0807063,0.0465691,0.0129366,0.0369357,0.0132288,0.0174025,0.0060480,0.0142809,0.0326675,0.0163646,0.0330225,0.0364453,0.0449358,0.0232087,0.0210902,0.0147975,0.0096043,0.0085055,0.0262551,0.0115219,0.0370542,0.0090600
hchA,0.2394804,0.1797671,0.1390271,0.1610154,0.0764918,0.1263520,0.0743395,0.0791747,0.1000917,0.0991083,0.0917721,0.0809060,0.1110605,0.1233658,0.1057140,0.0932710,0.1162198,0.0704941,0.1462899,0.1107084,0.0778788,0.0730626,0.1153636,0.0859059,0.0950233,0.0978811,0.1290769,0.1223688,0.0627241,0.1735809,0.2397391,0.2389919,0.2299601,0.2247665,0.2898497,0.2383228,0.1879756,0.2605716,0.2470769,0.2776731,0.2630355,0.2173865,0.2126279,0.3135389,0.3212647,0.1881350,0.2274275,0.2263344,0.2466473,0.2404540,0.2708761,0.3001113,0.2211454,0.2007005,0.3075332,0.2633441
ybaS,0.0891768,0.0736562,0.0881573,0.1041044,0.0916254,0.0833551,0.1006122,0.0699046,0.0323487,0.0828970,0.0566566,0.0921511,0.0657622,0.0850563,0.0835143,0.1086396,0.1085453,0.0740221,0.0787533,0.1261298,0.0644616,0.0929635,0.1018761,0.0942045,0.0791696,0.1050709,0.0876659,0.1204002,0.1172300,0.0718363,0.1146950,0.0666247,0.0848572,0.0979236,0.0924311,0.0974262,0.1226347,0.1834103,0.1281440,0.0764505,0.0989656,0.1340851,0.1061669,0.0716451,0.0930390,0.0811671,0.1002649,0.0989079,0.1382012,0.1216089,0.0628232,0.0828090,0.0875126,0.0864405,0.1146292,0.1005092
leuC,0.0458368,0.0619082,0.1005117,0.0957104,0.0976205,0.1172751,0.0871994,0.1191883,0.0905269,0.0584580,0.0886051,0.0878430,0.0919678,0.0714835,0.0843561,0.0809563,0.0981433,0.0747479,0.0830088,0.0722707,0.0644628,0.1127968,0.0673694,0.0771564,0.0629142,0.0654311,0.0862663,0.1134595,0.1295211,0.0771709,0.0706785,0.0331742,0.0267397,0.0210642,0.0543512,0.0555881,0.0152438,0.0260873,0.0226963,0.0109853,0.0479681,0.0534038,0.0541421,0.0375727,0.0506061,0.0766756,0.0514276,0.0312998,0.0164391,0.0095929,0.0183870,0.0189088,0.0281248,0.0572857,0.0289847,0.0459222
cspD,0.0985449,0.2000398,0.2968544,0.4472482,0.3946787,0.4273699,0.5042562,0.5188732,0.4308371,0.4698223,0.4602195,0.4446122,0.3988907,0.4547236,0.5468617,0.4396034,0.4167713,0.5296674,0.4603391,0.5714862,0.5656848,0.5054844,0.5648440,0.5656539,0.5247156,0.5073479,0.5753265,0.4811886,0.4853609,0.3621721,0.2636524,0.2436758,0.3287603,0.2219406,0.2209369,0.1553681,0.1453598,0.1218227,0.0813849,0.1273412,0.1491123,0.1246095,0.1658114,0.0874762,0.1632557,0.0998896,0.1370896,0.1378219,0.1871759,0.0820071,0.0818877,0.1416687,0.0850639,0.0893171,0.1145530,0.1630068
mukE,0.1352340,0.2179548,0.2212941,0.2191216,0.2585482,0.2426656,0.2268000,0.2260889,0.2565677,0.1556476,0.1515946,0.1353155,0.1122382,0.1681437,0.1210114,0.1116857,0.1074979,0.1195918,0.0809867,0.1202058,0.1182105,0.1191409,0.1364879,0.1374785,0.1974708,0.1440292,0.2317888,0.1772178,0.1284780,0.1548249,0.1757563,0.2335918,0.2012743,0.1851503,0.2801628,0.2338413,0.2566278,0.2405546,0.2054088,0.1841578,0.1855227,0.1796152,0.1941137,0.1811037,0.2155583,0.1943766,0.2299631,0.2091328,0.1864361,0.3024353,0.2265238,0.1716577,0.1564057,0.1959222,0.1156704,0.2067339
evgS,0.0383338,0.0729136,0.0632065,0.0604925,0.0704361,0.0832217,0.0491435,0.0572565,0.0876123,0.0841405,0.0812992,0.0496721,0.0492221,0.0642294,0.0718459,0.0376998,0.0299925,0.0431047,0.0425071,0.0579922,0.0814793,0.0583024,0.0598131,0.0827439,0.1155762,0.0590589,0.0794590,0.0762472,0.0454744,0.1016470,0.0841724,0.0566324,0.1422607,0.0509050,0.0827642,0.0741728,0.0562635,0.0843369,0.1266630,0.1251142,0.1267131,0.1068437,0.0961177,0.0486377,0.0433539,0.0768048,0.0694262,0.0717561,0.0837005,0.0614138,0.0676396,0.0410652,0.0430267,0.0687922,0.0643246,0.0653978
yciE,0.4961210,0.3425666,0.4155976,0.4133161,0.4780409,0.4189361,0.3943316,0.5288265,0.4726285,0.5481032,0.4350561,0.4742141,0.6029721,0.4526714,0.5299678,0.6231986,0.6772081,0.4799732,0.5359840,0.4687919,0.5435730,0.5110167,0.4274638,0.4893810,0.4214292,0.5039294,0.4791744,0.5101901,0.4542353,0.5524839,0.4574962,0.4647124,0.4444640,0.3513838,0.2801811,0.3631805,0.3834682,0.4077469,0.5060424,0.4781296,0.4279154,0.5028864,0.5221488,0.3674649,0.4177559,0.3908582,0.3573267,0.6309306,0.4097732,0.4799672,0.4029123,0.5705521,0.5315934,0.4571780,0.4414612,0.5181493
gnd,0.0286417,0.0300580,0.0457780,0.0645586,0.1360657,0.1113130,0.1880576,0.2051013,0.1822191,0.1486071,0.1781380,0.1948493,0.1991598,0.2055639,0.2545894,0.2391431,0.3590059,0.2022357,0.2103179,0.2367046,0.2573898,0.2829442,0.2822759,0.2387901,0.2157368,0.2693139,0.2728598,0.2697413,0.2795718,0.3035308,0.2693572,0.2868780,0.2748970,0.1809666,0.1560547,0.0939266,0.1273364,0.0804200,0.1171907,0.0611312,0.0717779,0.0703714,0.0512947,0.0364882,0.0456498,0.0319771,0.0255109,0.0496842,0.0194204,0.0362460,0.0392217,0.0483758,0.0249271,0.0382497,0.0420160,0.0289582
proV,0.5318974,0.5147242,0.3142853,0.4824771,0.4969197,0.5121916,0.5047959,0.4334634,0.4362012,0.4871117,0.4350275,0.5142197,0.4918524,0.4202446,0.4764496,0.6559402,0.5723617,0.5053761,0.4323221,0.4506135,0.5853364,0.4586218,0.4767927,0.4434325,0.4292556,0.3439247,0.4417803,0.4574762,0.4889068,0.5442501,0.4704577,0.4843551,0.4603799,0.4891403,0.5312659,0.5769281,0.4711181,0.5676832,0.5190515,0.4721973,0.5854833,0.4827308,0.5120626,0.4219888,0.5500654,0.5006180,0.5410902,0.6680562,0.5905923,0.5863750,0.5725613,0.5293076,0.5400500,0.4548085,0.4185639,0.4572243
