,C0,C20,C40,C60,C80,C100,C120,C140,C160,C180,C200,C220,C240,C260,C280,C300,C320,C340,C360,C380,C400,C420,C440,C460,C480,C500,C520,C540,C560,C580,C600,C620,C640,C660,C680,C700,C720,C740,C760,C780,C800,C820,C840,C860,C880,C900,C920,C940,C960,C980,C1000,C1020,C1040,C1060,C1080,C1100
wcaB,0.4328183,0.4522512,0.3826245,0.4720441,0.3898700,0.4199633,0.4715682,0.4340729,0.4510966,0.5916073,0.5589635,0.4670637,0.5129793,0.6112344,0.4987724,0.4326275,0.4607855,0.4871859,0.5170722,0.5350899,0.5404376,0.4490004,0.4975060,0.4788655,0.5563757,0.4405691,0.4815328,0.4728760,0.4491746,0.4859365,0.5334749,0.6641948,0.5133038,0.4961721,0.5221843,0.5704210,0.5774332,0.4353611,0.4638531,0.5191905,0.4936230,0.5389882,0.5340067,0.5288536,0.5048163,0.4783073,0.5133347,0.4712128,0.4739564,0.5797596,0.6067820,0.5207733,0.5466789,0.5860700,0.5003578,0.5557324
ygdB,0.1516917,0.1815241,0.1378707,0.1344585,0.0760176,0.0640695,0.0929478,0.0828514,0.0992608,0.0856019,0.0561073,0.0934887,0.1445282,0.0733861,0.0833560,0.1122107,0.0696247,0.0784387,0.0927891,0.0563336,0.0910482,0.0702833,0.0706306,0.0528449,0.0893371,0.0781003,0.1045211,0.0842603,0.1007405,0.0723419,0.0709300,0.0433600,0.0845328,0.0906612,0.1269920,0.1590525,0.1472826,0.1403597,0.1224223,0.1419502,0.1400415,0.1255323,0.1180501,0.1177815,0.1571591,0.1814017,0.1323637,0.1367059,0.1720482,0.1276009,0.1227335,0.1523328,0.1676119,0.1527169,0.1552224,0.1210349
gltJ,0.0041308,0.0004571,0.0002412,0.0000481,0.0002121,0.0000164,0.0000024,0.0001543,0.0000880,0.0013010,0.0000865,0.0000744,0.0000000,0.0001276,0.0000220,0.0000460,0.0000442,0.0000000,0.0000302,0.0000308,0.0004848,0.0000204,0.0001165,0.0001125,0.0000404,0.0001085,0.0000965,0.0000314,0.0007621,0.0000000,0.0000000,0.0000596,0.0000039,0.0000859,0.0002711,0.0001551,0.0001508,0.0001101,0.0001656,0.0001013,0.0007217,0.0005499,0.0008650,0.0013066,0.0002982,0.0001080,0.0013268,0.0001045,0.0001903,0.0001672,0.0001539,0.0000324,0.0000343,0.0009385,0.0009105,0.0000009
flgA,0.0243468,0.0329311,0.0332224,0.0124315,0.0187929,0.0107238,0.0222935,0.0220431,0.0178091,0.0126909,0.0233260,0.0232317,0.0066357,0.0539428,0.0568587,0.0527526,0.0499221,0.0950698,0.0306901,0.0706144,0.0577483,0.0354387,0.0468802,0.0424599,0.0177445,0.0178543,0.0232213,0.0210761,0.0235225,0.0353811,0.0311002,0.0160571,0.0856355,0.0326398,0.0213364,0.0419021,0.0447039,0.0374048,0.0290889,0.0191597,0.0255706,0.0099632,0.0131425,0.0125751,0.0144180,0.0307896,0.0329767,0.0118546,0.0386374,0.0472069,0.0516069,0.0596809,0.0483163,0.0385336,0.0703059,0.0488272
flgE,0.0583004,0.0408683,0.0640981,0.0569569,0.0448297,0.0464199,0.0392065,0.0276713,0.0395273,0.0345494,0.0271045,0.0367412,0.0575244,0.0504691,0.0525548,0.0369176,0.0264564,0.0380315,0.0329688,0.0338011,0.0437898,0.0712495,0.0346041,0.0277786,0.0400286,0.0271082,0.0324834,0.0356615,0.0506823,0.0315102,0.0404928,0.0439828,0.0291330,0.0412499,0.0457320,0.0343507,0.0736672,0.0437518,0.0459714,0.0323359,0.0456858,0.0504625,0.0689104,0.0318136,0.0320841,0.0309271,0.0147435,0.0479176,0.0450821,0.0455794,0.0207732,0.0178776,0.0440855,0.0462453,0.0627261,0.0571515
wzb,0.5991915,0.6013209,0.7254151,0.6512902,0.7154926,0.5958308,0.6656615,0.7631027,0.6711312,0.6945538,0.8038994,0.7184454,0.6696223,0.7086524,0.6861813,0.6883674,0.6507141,0.5836867,0.7482400,0.8142696,0.8490413,0.8391155,0.7858879,0.6683815,0.9175823,0.7477936,0.6434285,0.5693446,0.6120638,0.8110243,0.7572089,0.7067043,0.6226526,0.7778556,0.7024195,0.6304088,0.6874747,0.6644324,0.7882159,0.7137523,0.6870422,0.7885204,0.6619569,0.7436921,0.6936269,0.6026145,0.7285652,0.6333632,0.6552180,0.5725325,0.5839825,0.7985345,0.7722193,0.6456164,0.6267029,0.6729320
fliJ,0.0975040,0.1506829,0.1131769,0.2103667,0.1961398,0.2152192,0.1881245,0.2063257,0.2161749,0.1682225,0.1863827,0.2256168,0.2145056,0.2143508,0.1872419,0.2044742,0.1823423,0.1900520,0.2948101,0.2173218,0.1913488,0.2177935,0.2570728,0.2075159,0.2266120,0.1847946,0.1961939,0.1312710,0.2994735,0.1914995,0.1348578,0.1010815,0.1041782,0.0765585,0.0870888,0.0924357,0.0478399,0.0823717,0.1105999,0.0770675,0.0963573,0.1337693,0.1236418,0.1140566,0.1103291,0.0965993,0.0806232,0.0515660,0.0655879,0.0972461,0.0732901,0.0959190,0.0866853,0.0572301,0.0912580,0.1047072
flgG,0.4812277,0.4186982,0.5040915,0.4506598,0.2782742,0.2656391,0.2209938,0.1479972,0.1218508,0.0952449,0.1655603,0.1120372,0.0685493,0.0496666,0.0583544,0.0288083,0.0428729,0.0330819,0.0393679,0.0722778,0.0968825,0.0218338,0.0218625,0.0663594,0.0718593,0.0585286,0.0688450,0.0469622,0.0582757,0.0590971,0.0836460,0.2031582,0.2643410,0.2667972,0.3757843,0.4507059,0.6217274,0.4679210,0.5890508,0.4357087,0.4559217,0.4443444,0.5365118,0.4803350,0.5381576,0.5696526,0.5354473,0.4635960,0.5510077,0.3889961,0.3602696,0.3626196,0.3209903,0.4404335,0.4205045,0.3614664
wzc,0.6499372,0.6603512,0.5243084,0.5954663,0.6357813,0.7256842,0.6157154,0.6251811,0.6788189,0.7046309,0.5892438,0.6252592,0.6661568,0.7419714,0.7799546,0.6317077,0.7266643,0.6932133,0.7088706,0.6026358,0.7482432,0.6062016,0.5353938,0.7239240,0.5632164,0.6562968,0.8032503,0.7477050,0.6621165,0.6944347,0.6382448,0.7263946,0.6064905,0.5659945,0.6705191,0.5692009,0.6171816,0.5742871,0.5807602,0.5682098,0.6478474,0.6806508,0.7170069,0.6348256,0.5760589,0.4908588,0.5968145,0.5052930,0.7345729,0.6893303,0.7370292,0.6363367,0.6002993,0.6711106,0.5603387,0.4957991
wcaA,0.5816274,0.6186113,0.5617250,0.6917131,0.7440722,0.8137686,0.6805436,0.6861366,0.6035654,0.7113146,0.7966655,0.6013164,0.6554716,0.6159204,0.5932869,0.5759912,0.7194508,0.6903728,0.6433314,0.5961447,0.6079627,0.5475739,0.7190598,0.7569000,0.5954601,0.5496822,0.5336678,0.5970126,0.6001590,0.5211289,0.5730539,0.5708846,0.6013056,0.5835032,0.7717680,0.5881645,0.7302696,0.6228665,0.5901577,0.6030544,0.6456956,0.7961102,0.7967132,0.6641854,0.6248821,0.4907277,0.6367737,0.6374435,0.5585927,0.6400879,0.5218530,0.6722701,0.5705037,0.6872998,0.6133221,0.6407215
fliQ,0.3666834,0.4444095,0.3555739,0.2688859,0.1839242,0.2350108,0.1727176,0.1389231,0.1126625,0.2143340,0.1106808,0.0689323,0.0644493,0.0360304,0.0466225,0.0422848,0.0474141,0.0466564,0.0294520,0.0308889,0.0356122,0.0610606,0.0475870,0.0362175,0.0344697,0.0531946,0.0592022,0.0661677,0.0458382,0.0724923,0.0526406,0.0753358,0.1059058,0.1104432,0.1776230,0.1989243,0.2952310,0.3594010,0.2774333,0.3200064,0.3689813,0.3941120,0.5059165,0.4033116,0.5003067,0.4846227,0.4942581,0.4751631,0.3965780,0.4143318,0.3498371,0.3646647,0.4066066,0.3147660,0.3442699,0.3640228
fliE,0.0115710,0.0090022,0.0076729,0.0121469,0.0099077,0.0081728,0.0068324,0.0192022,0.0261697,0.0191152,0.0176117,0.0269688,0.0151564,0.0056296,0.0105353,0.0253280,0.0124262,0.0106935,0.0279431,0.0107694,0.0048641,0.0150561,0.0186139,0.0168445,0.0157075,0.0041787,0.0061215,0.0076211,0.0149543,0.0304436,0.0252338,0.0189877,0.0158528,0.0110866,0.0213586,0.0105791,0.0249484,0.0223550,0.0105050,0.0145755,0.0158360,0.0300530,0.0173034,0.0041949,0.0086530,0.0152159,0.0100249,0.0132239,0.0063720,0.0235624,0.0117747,0.0198980,0.0159070,0.0174545,0.0073264,0.0263676
fliG,0.0030366,0.0048974,0.0046255,0.0038061,0.0067535,0.0086741,0.0010969,0.0071019,0.0055077,0.0078605,0.0196917,0.0037946,0.0063618,0.0114997,0.0133648,0.0078763,0.0090335,0.0026831,0.0027873,0.0011759,0.0015698,0.0015755,0.0003830,0.0021178,0.0028024,0.0110606,0.0091136,0.0055255,0.0038465,0.0017118,0.0003102,0.0080689,0.0018629,0.0033670,0.0022298,0.0057792,0.0008297,0.0043433,0.0144549,0.0060824,0.0067440,0.0113763,0.0090809,0.0122137,0.0016997,0.0071581,0.0055544,0.0073014,0.0024749,0.0051526,0.0010210,0.0030491,0.0065579,0.0023223,0.0046406,0.0011603
recC,0.0101994,0.0384549,0.0101686,0.0162336,0.0065284,0.0035085,0.0074158,0.0060964,0.0034168,0.0098942,0.0026508,0.0003211,0.0052526,0.0097560,0.0042048,0.0083497,0.0017110,0.0021056,0.0143196,0.0035411,0.0013226,0.0038807,0.0011816,0.0006665,0.0027034,0.0004792,0.0002510,0.0057082,0.0008558,0.0001719,0.0005293,0.0015827,0.0217624,0.0321196,0.0081766,0.0097900,0.0387344,0.0332520,0.0258158,0.0337383,0.0318159,0.0386702,0.0089301,0.0114940,0.0202489,0.0151495,0.0217391,0.0143366,0.0244631,0.0299227,0.0431896,0.0333019,0.0203335,0.0531943,0.0280844,0.0357051
flgC,0.0154268,0.0143785,0.0206889,0.0083060,0.0386610,0.0072655,0.0055043,0.0186947,0.0209182,0.0503153,0.0093601,0.0157414,0.0155123,0.0190504,0.0178512,0.0152874,0.0107073,0.0212886,0.0216887,0.0068842,0.0064215,0.0137232,0.0148271,0.0133318,0.0112532,0.0128952,0.0234127,0.0061376,0.0177784,0.0145600,0.0169414,0.0146372,0.0075390,0.0137531,0.0080688,0.0091210,0.0063146,0.0108800,0.0117669,0.0103075,0.0138842,0.0044061,0.0137312,0.0064384,0.0157510,0.0092752,0.0112379,0.0149403,0.0096849,0.0126969,0.0036946,0.0180365,0.0376704,0.0171563,0.0219170,0.0159245
fliO,0.0417393,0.0171845,0.0027900,0.0157383,0.0133074,0.0123584,0.0062548,0.0038490,0.0096738,0.0086182,0.0022659,0.0130765,0.0096062,0.0186568,0.0037040,0.0138186,0.0082387,0.0068129,0.0050088,0.0065160,0.0061175,0.0045874,0.0289908,0.0058228,0.0186657,0.0029928,0.0191179,0.0048995,0.0076763,0.0174063,0.0103398,0.0091793,0.0141432,0.0206707,0.0226320,0.0262518,0.0050168,0.0052798,0.0111841,0.0099907,0.0082533,0.0052354,0.0149735,0.0090095,0.0017922,0.0055480,0.0066513,0.0035560,0.0086108,0.0135062,0.0255820,0.0189380,0.0221007,0.0207739,0.0156590,0.0163398
flgD,0.0276538,0.0605862,0.0537000,0.0167725,0.0184393,0.0356204,0.0387062,0.0496933,0.0479792,0.0677427,0.0536608,0.0557470,0.0304438,0.0265615,0.0553204,0.0944951,0.0258252,0.0458385,0.0544627,0.0391415,0.0220990,0.0293335,0.0303262,0.0196665,0.0589454,0.0274191,0.0364455,0.0790620,0.0316636,0.0326945,0.0214603,0.0195230,0.0264513,0.0351196,0.0658553,0.0408423,0.0558736,0.0372807,0.0410648,0.0208051,0.0414637,0.0230078,0.0281632,0.0144728,0.0467699,0.0384511,0.0462751,0.0443333,0.0105522,0.0318188,0.0427583,0.0359323,0.0429618,0.0420068,0.0798583,0.0519755
ygbK,0.5540949,0.6422134,0.7186929,0.5513305,0.7377943,0.7717084,0.8007005,0.8304946,0.7220001,0.6884658,0.7003907,0.6360187,0.6423064,0.7627775,0.7390980,0.8074839,0.7167041,0.8117614,0.7819973,0.7413970,0.6314034,0.7921976,0.7268427,0.7273141,0.7336311,0.7050380,0.6974160,0.6894051,0.8342021,0.6924145,0.5887711,0.4586501,0.5843834,0.5503025,0.5822397,0.7922340,0.5962064,0.5998657,0.6511954,0.7392480,0.6681946,0.7212854,0.6053815,0.6188920,0.6337609,0.6581755,0.5777979,0.5954467,0.6032917,0.6797321,0.5625843,0.6029708,0.6093866,0.6061863,0.4794213,0.5731091
fliR,0.0111792,0.0188249,0.0022522,0.0123849,0.0130453,0.0102296,0.0045112,0.0256141,0.0263427,0.0253921,0.0070930,0.0023381,0.0017007,0.0045074,0.0042078,0.0074019,0.0235167,0.0084951,0.0009748,0.0065829,0.0023602,0.0043310,0.0052917,0.0084493,0.0137113,0.0061206,0.0006678,0.0068508,0.0056442,0.0255830,0.0056382,0.0042478,0.0017322,0.0114693,0.0086912,0.0021772,0.0033467,0.0095484,0.0208368,0.0047507,0.0059708,0.0118342,0.0122465,0.0176921,0.0226253,0.0097721,0.0206730,0.0239112,0.0076722,0.0106556,0.0067991,0.0079039,0.0156676,0.0145431,0.0134891,0.0089394
fliN,0.0555114,0.0365188,0.0652488,0.0430376,0.0228716,0.0219450,0.0199292,0.0181666,0.0124379,0.0110334,0.0156494,0.0124414,0.0208669,0.0376690,0.0192311,0.0163777,0.0050993,0.0004768,0.0063653,0.0267443,0.0087874,0.0124800,0.0184694,0.0047150,0.0062155,0.0075137,0.0026928,0.0122686,0.0083144,0.0120176,0.0074862,0.0174392,0.0083875,0.0216165,0.0762555,0.0438569,0.0504675,0.0351086,0.0402505,0.0317165,0.0384082,0.0466122,0.0398502,0.0432196,0.0538251,0.0492172,0.0518347,0.0385130,0.0752923,0.0715633,0.0663108,0.0173544,0.0356376,0.0084785,0.0177756,0.0439100
yhjH,0.0540402,0.0581912,0.0698506,0.0294018,0.0287668,0.0445671,0.0525250,0.0365138,0.0690617,0.0624644,0.0725498,0.0539219,0.0604612,0.0530604,0.0768376,0.0656219,0.0378202,0.0556341,0.0344693,0.0474364,0.0338346,0.0299321,0.0140895,0.0433534,0.0442372,0.0413667,0.0334479,0.0646588,0.0625657,0.0550401,0.0739652,0.0666580,0.0655097,0.0734365,0.0590535,0.0519057,0.0974760,0.0372738,0.0704812,0.0625885,0.0643359,0.0438560,0.0950157,0.1013581,0.1125656,0.1290652,0.0879188,0.0820016,0.0661277,0.0470447,0.0763130,0.0595771,0.0845794,0.1002982,0.0396103,0.0851516
fliP,0.0662489,0.1073169,0.1122731,0.1327880,0.0529594,0.0496358,0.0713758,0.0875874,0.0790834,0.1042160,0.0961977,0.0627569,0.0672372,0.0900926,0.0656924,0.0737919,0.0880376,0.0740031,0.0831571,0.1561258,0.0845292,0.0744486,0.1006659,0.0795396,0.1250295,0.1497004,0.1056357,0.1107829,0.1183551,0.0692427,0.0947203,0.0999761,0.0738008,0.0835639,0.0999166,0.1243424,0.1404240,0.0762489,0.1159467,0.1113825,0.1028305,0.0612092,0.0900742,0.0792314,0.1039385,0.0865517,0.0880874,0.1119424,0.0922306,0.1207376,0.1332633,0.0682239,0.1037577,0.1336903,0.0700314,0.0834109
gltI,0.0169543,0.0181104,0.0161502,0.0230677,0.0144443,0.0330275,0.0198719,0.0203176,0.0318830,0.0141384,0.0188798,0.0050879,0.0195989,0.0240608,0.0219030,0.0131261,0.0222935,0.0410150,0.0276845,0.0460177,0.0260201,0.0345681,0.0213103,0.0183467,0.0283819,0.0651446,0.0329011,0.0436543,0.0228443,0.0187164,0.0163854,0.0228324,0.0435242,0.0209123,0.0301782,0.0356239,0.0152934,0.0127174,0.0354254,0.0180726,0.0289317,0.0092493,0.0100951,0.0391841,0.0097868,0.0091754,0.0205668,0.0311622,0.0265868,0.0151734,0.0169754,0.0327810,0.0196217,0.0105037,0.0088973,0.0195232
flgF,0.0575796,0.0583819,0.0679392,0.0457794,0.0445283,0.0327061,0.0224875,0.0398725,0.0413069,0.0464224,0.0558579,0.0575080,0.0625385,0.0484450,0.0618294,0.0828413,0.0682503,0.0673874,0.0562826,0.0464324,0.0654798,0.0432988,0.0763248,0.0964164,0.0419543,0.0617975,0.0368246,0.1067459,0.0496081,0.0615744,0.0262964,0.0315466,0.0497381,0.0771413,0.0479549,0.0723725,0.0607272,0.0794552,0.0328103,0.0372677,0.0262973,0.0331166,0.0357861,0.0464052,0.0440627,0.0529793,0.0735906,0.0654727,0.0684347,0.0585369,0.0489380,0.0566728,0.0709639,0.0608383,0.0925942,0.0344958
