,C0,C20,C40,C60,C80,C100,C120,C140,C160,C180,C200,C220,C240,C260,C280,C300,C320,C340,C360,C380,C400,C420,C440,C460,C480,C500,C520,C540,C560,C580,C600,C620,C640,C660,C680,C700,C720,C740,C760,C780,C800,C820,C840,C860,C880,C900,C920,C940,C960,C980,C1000,C1020,C1040,C1060,C1080,C1100
ascF,0.0162246,0.2623701,0.3965901,0.5263619,0.6173335,0.6682458,0.5196410,0.5729110,0.7059542,0.6802969,0.7012078,0.5728182,0.6611551,0.6227022,0.7418426,0.7806058,0.6678673,0.7022585,0.6055667,0.6565292,0.7192381,0.6463271,0.7018120,0.7205092,0.6726137,0.6734962,0.5205642,0.7151156,0.5111206,0.3651071,0.2879082,0.2063090,0.0848695,0.1076807,0.0880148,0.0657043,0.0741979,0.0635623,0.0573273,0.0557839,0.0504268,0.0517508,0.0277768,0.0416017,0.0338210,0.0421339,0.0227671,0.0570301,0.0533560,0.0695064,0.0472368,0.0516213,0.0290342,0.0437645,0.0303430,0.0242232
prpB,0.0358993,0.0507561,0.0342286,0.0930193,0.0887061,0.1889584,0.1660625,0.2021637,0.2619653,0.3382752,0.2457769,0.3264613,0.3054499,0.3300410,0.2603452,0.2780942,0.3019240,0.2861544,0.3775735,0.2349669,0.3742771,0.4227213,0.4237915,0.3592118,0.3282563,0.2890699,0.4341059,0.3945669,0.3769878,0.3345048,0.4512334,0.3314931,0.3873647,0.3001202,0.3513501,0.4402435,0.3570645,0.3327738,0.2414915,0.2832637,0.2137699,0.2907098,0.2749282,0.2705999,0.2426544,0.2456807,0.1895415,0.1863762,0.1774709,0.2281803,0.1453401,0.1796100,0.1417902,0.1287979,0.1564467,0.0990375
rbsB,0.3808437,0.1464786,0.1192420,0.0420375,0.0700083,0.0828595,0.0525440,0.0932282,0.1570527,0.1211496,0.1148700,0.1660784,0.1719510,0.1038581,0.1384199,0.1001958,0.0814910,0.0849233,0.1136912,0.1374499,0.1722871,0.0924352,0.0789406,0.1101515,0.0909953,0.1130697,0.0929797,0.1169549,0.1275716,0.3222344,0.4332512,0.4453456,0.4430859,0.3876645,0.4895130,0.4278384,0.3936871,0.3882809,0.3787329,0.3665094,0.3332698,0.3283857,0.4225321,0.3648538,0.4501616,0.3608200,0.3538316,0.3266159,0.3169796,0.2437576,0.1934069,0.2025714,0.1716581,0.1360533,0.1490069,0.1067188
fucU,0.0060568,0.0226274,0.0275573,0.0148548,0.0176867,0.0214539,0.0524928,0.0402190,0.0215381,0.0256801,0.0746238,0.0861087,0.0806877,0.1415873,0.0538247,0.0859873,0.1006451,0.1214108,0.0782639,0.1888891,0.1224313,0.1495720,0.1600858,0.1111568,0.1245750,0.1083152,0.1075326,0.1954678,0.1956777,0.1493276,0.1703506,0.1193274,0.1192808,0.1980758,0.1196561,0.1274102,0.1561515,0.1342646,0.0739357,0.0565411,0.0416562,0.0566230,0.0405377,0.0440228,0.0862438,0.0376704,0.0298959,0.0165904,0.0161332,0.0057249,0.0097619,0.0075399,0.0065748,0.0157357,0.0175799,0.0201173
rhaA,0.0997041,0.1584115,0.2515756,0.4807071,0.4877461,0.4926920,0.5557344,0.7591973,0.7080580,0.6353812,0.7078085,0.6807213,0.6447615,0.6622383,0.8091924,0.6787078,0.6632322,0.6959980,0.7044303,0.7487423,0.6523282,0.7019068,0.6615500,0.6889765,0.6911017,0.6102179,0.6491118,0.8248365,0.6592021,0.6817610,0.6454557,0.6598139,0.7007110,0.7086569,0.7273345,0.6367269,0.6481465,0.6922963,0.5974229,0.7532107,0.6241523,0.6199399,0.7516713,0.7354380,0.6730020,0.6662898,0.6761725,0.6537010,0.7347871,0.7423534,0.5798548,0.6388319,0.6645664,0.5760138,0.5811627,0.4989073
fucA,0.0157969,0.0839301,0.3101408,0.4904037,0.6770797,0.6437416,0.8066822,0.7186300,0.7547651,0.5224894,0.7985832,0.6969337,0.8140393,0.6690933,0.6517523,0.7822802,0.8217631,0.6903753,0.5760607,0.5355309,0.7577367,0.5901060,0.7566000,0.7041399,0.7420469,0.8868090,0.7392892,0.7527572,0.7611933,0.7251713,0.7464427,0.7160210,0.8375401,0.7315261,0.7684963,0.8057374,0.8256748,0.7221064,0.8663024,0.8153927,0.6657389,0.8353289,0.8502225,0.8137786,0.7108009,0.7901472,0.7633264,0.8296178,0.7581038,0.7593466,0.7606566,0.8559933,0.7786041,0.8211691,0.6861930,0.7184841
prpC,0.0121154,0.0223622,0.0610156,0.0497503,0.1350370,0.2318688,0.2703577,0.2945387,0.2994941,0.3903415,0.5223372,0.4307156,0.4442329,0.4742857,0.4795143,0.3892586,0.4243363,0.5538795,0.5952096,0.5853005,0.5270363,0.4821752,0.5608387,0.7395284,0.6224321,0.6022579,0.5783179,0.5347676,0.4690832,0.5953485,0.5244251,0.5362960,0.5374757,0.5259425,0.5115668,0.6067543,0.5412777,0.5274867,0.4328396,0.4972609,0.4697922,0.3835922,0.3301850,0.3934857,0.2889586,0.4340501,0.3929661,0.3713712,0.2727711,0.3262237,0.4329247,0.2381209,0.2607029,0.1519142,0.1778268,0.1064983
fucI,0.4603355,0.6377689,0.6336634,0.7027933,0.6781882,0.7985635,0.7415582,0.7249748,0.8371386,0.7018906,0.8063227,0.6893361,0.7603495,0.7697849,0.5825790,0.6360505,0.6666134,0.7647402,0.7373810,0.8751339,0.6757727,0.6648247,0.7399038,0.6814475,0.6428843,0.6625317,0.9381721,0.7718618,0.7039883,0.8103855,0.6946645,0.6620356,0.6657207,0.6757190,0.7703257,0.5831498,0.7159842,0.7901007,0.6371503,0.6916485,0.6190280,0.6472331,0.7861648,0.7067944,0.6596848,0.7642643,0.6079109,0.6704043,0.6891407,0.7724034,0.7621368,0.8218621,0.7697022,0.7615170,0.6547417,0.6780148
nagD,0.8113693,0.7342754,0.8022068,0.7551291,0.7244947,0.6260906,0.6390650,0.6104803,0.6572254,0.8055077,0.7385866,0.9050208,0.7167828,0.7135850,0.7089067,0.7931669,0.7712854,0.6428503,0.6081002,0.7188291,0.7345715,0.7321452,0.7241393,0.6305693,0.5654753,0.7197010,0.6985975,0.9470740,0.7199613,0.7660059,0.7177295,0.5380033,0.5754830,0.6272566,0.5522720,0.5193578,0.6533090,0.6153128,0.5691936,0.6221298,0.6711061,0.6553637,0.5032794,0.6937920,0.6175457,0.6927276,0.7417827,0.7466425,0.6768393,0.8903251,0.8421261,0.7973371,0.5951273,0.7909164,0.8298275,0.7347107
ascB,0.0197214,0.0223028,0.0048670,0.0045406,0.0129606,0.0428095,0.0744293,0.0497570,0.0779258,0.0842335,0.1021620,0.1166585,0.0863996,0.0554729,0.1173579,0.1227010,0.1121567,0.0658492,0.0951935,0.1024503,0.0960933,0.1362015,0.1399882,0.1250159,0.1166842,0.1820871,0.1738269,0.1253632,0.2027735,0.1342485,0.1369044,0.1482712,0.1230564,0.1008800,0.0516459,0.0525200,0.0537985,0.0725080,0.0758805,0.1076926,0.0537815,0.0323798,0.0508980,0.0527021,0.0320997,0.0453214,0.0479212,0.0653169,0.0398950,0.0242553,0.0202424,0.0471754,0.0144946,0.0208234,0.0168289,0.0150012
rbsK,0.3357418,0.3784888,0.4262843,0.3031171,0.2323779,0.2883787,0.2774048,0.2182885,0.3250335,0.2942681,0.3975753,0.2020350,0.2680428,0.2536710,0.3216455,0.3042373,0.3114423,0.2868200,0.2326188,0.2401560,0.3134420,0.2693366,0.2449041,0.2601529,0.2924094,0.2238205,0.2904670,0.3813781,0.3296956,0.3850191,0.3322255,0.3484620,0.4019184,0.4041465,0.3591125,0.3698290,0.2897803,0.3701660,0.2918172,0.2917386,0.3867769,0.3297590,0.2917620,0.2573410,0.3430949,0.3134816,0.3328522,0.3003429,0.3473504,0.3813833,0.3074888,0.3239865,0.2486259,0.3432628,0.2798518,0.3245915
fucP,0.0340800,0.3176488,0.4920352,0.5595896,0.6103702,0.5389978,0.7093735,0.7137364,0.7303270,0.6918798,0.6692143,0.7860257,0.7356171,0.6573955,0.6736795,0.7262489,0.7458503,0.6134874,0.6097018,0.7154295,0.7168013,0.7211468,0.6872407,0.7659920,0.7297716,0.7970901,0.6343200,0.6976998,0.6737120,0.5140868,0.4195800,0.3437694,0.3295513,0.2819954,0.3674293,0.2578111,0.1675170,0.2141672,0.1435229,0.0951992,0.1148279,0.1355227,0.1479725,0.1709368,0.0732174,0.0954727,0.0468783,0.0401774,0.0653253,0.0413282,0.0570027,0.0564970,0.0417481,0.0315967,0.0255198,0.0301714
malX,0.7810666,0.5890851,0.4981098,0.3047103,0.2412286,0.2214522,0.0670949,0.0356978,0.0417195,0.0202850,0.0364686,0.0140238,0.0133016,0.0304180,0.0111827,0.0053858,0.0025373,0.0067185,0.0004253,0.0002636,0.0017577,0.0014495,0.0004518,0.0062818,0.0031747,0.0015751,0.0037883,0.0033751,0.0004426,0.0251256,0.0240893,0.0185483,0.0238914,0.0204347,0.0350084,0.0809294,0.0579814,0.0589147,0.0961068,0.0559728,0.0915785,0.0944031,0.1033929,0.1540353,0.1104163,0.2502794,0.1593004,0.1939686,0.2334101,0.2455941,0.2612120,0.2664545,0.3123842,0.4333083,0.3905490,0.4181565
rbsD,0.3538246,0.2453954,0.3187992,0.2522190,0.1587450,0.1684922,0.1505453,0.1282618,0.1453674,0.1092030,0.1020314,0.1633698,0.1267336,0.1161755,0.1137574,0.1036962,0.1123087,0.1448164,0.0982666,0.1018539,0.1417063,0.1084690,0.1173447,0.1460703,0.1077018,0.1696101,0.1238537,0.0618961,0.2215127,0.1195449,0.1568854,0.1495256,0.1273630,0.0881999,0.1090470,0.0730063,0.0636057,0.0858529,0.0546974,0.0832952,0.0647924,0.0611039,0.1126507,0.0450326,0.0621892,0.0456882,0.0422964,0.0415305,0.0553079,0.0507842,0.0541118,0.0270205,0.0394266,0.0273595,0.0313206,0.0139322
gntP,0.3475485,0.3023730,0.3583099,0.2740321,0.3316088,0.3603458,0.4781739,0.5145960,0.5556745,0.4692787,0.4797383,0.4294570,0.4708130,0.4931498,0.4886530,0.5542000,0.5997412,0.5689633,0.5599272,0.6478165,0.5408841,0.5878010,0.6182923,0.6831131,0.7547559,0.7408303,0.5591247,0.5944985,0.6820375,0.7581835,0.7420987,0.7825960,0.6618723,0.6371101,0.6346604,0.7059868,0.6304072,0.5478572,0.5808312,0.5864669,0.6037364,0.6227936,0.4969271,0.4829268,0.4864747,0.6118151,0.4065434,0.4980255,0.4119484,0.4462213,0.4717083,0.4174895,0.4660069,0.3963016,0.4009592,0.3131584
melA,0.0009911,0.0013417,0.0035630,0.0807918,0.1312953,0.1733876,0.2570430,0.3896061,0.3229986,0.4414576,0.4709404,0.3863197,0.4691714,0.4733531,0.4659292,0.4683347,0.4857437,0.5084373,0.4712123,0.5716961,0.5783638,0.4888701,0.5689413,0.4480804,0.4248475,0.5041307,0.4551994,0.6216514,0.4656747,0.5594198,0.5283455,0.4698561,0.3958751,0.4304477,0.4629379,0.4484118,0.4629010,0.4527564,0.4411450,0.3686633,0.3647921,0.3888300,0.3807459,0.3494873,0.2231701,0.3033315,0.4508653,0.3233363,0.3378124,0.2951487,0.3033618,0.1816936,0.1888051,0.2608676,0.1153352,0.0935093
malY,0.8266616,0.4961950,0.6587687,0.4852431,0.6141911,0.4730713,0.4637852,0.4862397,0.4454122,0.4125607,0.4107638,0.4190679,0.4300786,0.3841308,0.3940875,0.3289094,0.4409152,0.3158495,0.3274487,0.4536903,0.3040175,0.3508396,0.3371507,0.4533817,0.3225248,0.2937273,0.3153423,0.2668835,0.2530343,0.3725863,0.3754411,0.4761098,0.3788901,0.6203565,0.4944128,0.5521575,0.5123681,0.5225457,0.5704905,0.6621654,0.6059257,0.5990453,0.5800468,0.5298692,0.6818971,0.6679668,0.6712395,0.7077039,0.8209183,0.7086024,0.6571624,0.6673982,0.6270531,0.6088765,0.6658237,0.7786249
nagB,0.1048302,0.0786922,0.1415293,0.2110585,0.3206090,0.3788537,0.3993291,0.4010889,0.4941694,0.5465965,0.5226484,0.6032721,0.5750056,0.5891706,0.5955593,0.6035305,0.7134539,0.6773003,0.7992644,0.7084152,0.7700457,0.6271790,0.6625009,0.6598987,0.7059699,0.7189513,0.6413512,0.8013450,0.6829022,0.5368951,0.6874324,0.6255379,0.5659142,0.4923020,0.5463837,0.5419589,0.5238025,0.4465598,0.4934712,0.4054360,0.3797395,0.4510988,0.4283199,0.5214643,0.4362529,0.3791480,0.4562088,0.5005466,0.4202421,0.3683049,0.3923829,0.3621001,0.4519679,0.3335742,0.3544135,0.3096845
fucK,0.4003920,0.3863075,0.5158261,0.5393057,0.6171924,0.7198545,0.5612973,0.7154983,0.8825023,0.6859262,0.7110909,0.7159280,0.7394344,0.6925940,0.5685323,0.6940763,0.7410158,0.7279094,0.8204223,0.6874033,0.7165008,0.7717770,0.7838710,0.6784202,0.6352427,0.7041321,0.6736289,0.6963360,0.7537363,0.6831761,0.5928525,0.8248049,0.7501383,0.7213712,0.6710709,0.6004293,0.8032779,0.7333321,0.7539824,0.7765524,0.7739055,0.6753116,0.7873973,0.6622202,0.7127862,0.6823382,0.6439420,0.7686437,0.6937614,0.7068218,0.5947285,0.5002659,0.7190514,0.6393565,0.6582822,0.5500702
xylF,0.0024115,0.0007805,0.0038665,0.0227136,0.1241479,0.1082352,0.1444693,0.2311207,0.2005961,0.2647829,0.2861611,0.2626848,0.2377717,0.3245638,0.3472667,0.3699915,0.3921836,0.3256398,0.3029853,0.3983431,0.4398898,0.3826978,0.4289515,0.5101987,0.3233426,0.3184150,0.4405854,0.3613616,0.4738844,0.4344307,0.3719917,0.4178039,0.4159487,0.3942296,0.3770015,0.3014947,0.2277924,0.2618052,0.2875234,0.2589893,0.2797048,0.2988433,0.2049408,0.1304922,0.1523314,0.1184229,0.1787970,0.1689508,0.1601132,0.1601620,0.1241610,0.1136689,0.0848473,0.0570543,0.0397923,0.0158498
uxuA,0.0280360,0.0441880,0.0464218,0.0417519,0.0373308,0.0610100,0.1222729,0.1197806,0.1338644,0.2926999,0.1880185,0.2396016,0.2980401,0.2671782,0.2598258,0.2964415,0.3806116,0.3452853,0.4310059,0.3760258,0.3814795,0.4381832,0.4822397,0.3236117,0.3893072,0.4383272,0.4215591,0.5173230,0.5057064,0.5062263,0.5106455,0.4064916,0.4214312,0.4988270,0.3130740,0.3103210,0.2235131,0.1796141,0.1844667,0.1322961,0.0997066,0.1331034,0.0692314,0.0618951,0.0788404,0.0881674,0.0752653,0.0511072,0.0235333,0.0130928,0.0290063,0.0128884,0.0305928,0.0590260,0.0376840,0.0306392
uxuB,0.1088904,0.1267309,0.3470079,0.4647316,0.5052894,0.5422283,0.5532495,0.4824003,0.5685043,0.6851677,0.6947247,0.6735867,0.6246405,0.6002594,0.5509926,0.6834564,0.6587957,0.6758951,0.6772419,0.6838307,0.5942003,0.7787870,0.6502674,0.5643852,0.6367671,0.7433750,0.7898819,0.5473433,0.6705115,0.5668680,0.5382209,0.4155646,0.4101234,0.5178399,0.3974959,0.3774361,0.4197558,0.3583172,0.5498535,0.5157276,0.5109501,0.4591936,0.4151477,0.4397549,0.4317084,0.4757221,0.4544728,0.4479554,0.5265239,0.4709613,0.5491067,0.5463966,0.5058725,0.4036817,0.4806214,0.3521329
rhaT,0.0722231,0.3014209,0.4725945,0.7070107,0.6535515,0.7511981,0.6713724,0.7932387,0.8274462,0.7027755,0.6300791,0.6950025,0.6171212,0.8244237,0.7201143,0.7631180,0.6712667,0.7416353,0.7165975,0.7608351,0.7321425,0.7231420,0.8095305,0.9012408,0.8743890,0.6790927,0.7735770,0.6292982,0.7858821,0.7761105,0.6809259,0.6461458,0.6586693,0.5566748,0.6508685,0.5896474,0.6765739,0.8051437,0.7993148,0.6608594,0.7508096,0.8312066,0.7663354,0.7426434,0.7255452,0.6218755,0.6578680,0.6471467,0.7205223,0.6699018,0.6616812,0.6822570,0.6169914,0.8521694,0.6966551,0.7014424
xylH,0.0358280,0.0442083,0.0219699,0.0341164,0.0874356,0.1694752,0.1764378,0.2062585,0.2424973,0.2419803,0.2612326,0.2447914,0.2996853,0.3069097,0.3739908,0.3504448,0.3998053,0.5048741,0.3125470,0.4810135,0.3801068,0.3684506,0.3735799,0.3530480,0.3495401,0.5097195,0.4728287,0.3695760,0.4705272,0.3778444,0.3947152,0.3945543,0.4139078,0.4440124,0.3165448,0.4199926,0.2934072,0.2611890,0.2410697,0.2565728,0.2092718,0.3038700,0.2923683,0.2487184,0.2080353,0.2487578,0.2059611,0.2572757,0.1764347,0.1382008,0.1825896,0.1341044,0.1204475,0.0496198,0.0477779,0.0846226
