Gene1,Gene2,Score
CBFB,MCTP1,121.0
CBFB,CD9,121.0
CBFB,ANXA1,112.0
CBFB,TIFA,108.0
CBFB,RNASE6,107.0
CBFB,GRINA,104.0
ELF4,AP1G2,3514.0
ELF4,VPS33B,2828.0
ELF4,LDAH,3166.0
ELF4,NUBP2,3112.0
ELF4,VPS41,2859.0
ELF4,XAB2,2881.0
ELF4,NUF2,2654.0
ELF4,PNO1,3050.0
ELF4,GTF2F1,2707.0
ELF4,ELAC2,2670.0
ELF4,SKAP2,2414.0
ELF4,INCENP,2369.0
ELF4,PIK3R2,2449.0
ELF4,NECAP2,2218.0
ELF4,AURKA,2730.0
ELF4,CENPO,2056.0
ELF4,USP8,2481.0
ELF4,PIK3C3,2563.0
ELF4,WDR73,2794.0
ELF4,DCAF13,2237.0
ELF4,ANKRD27,2661.0
ELF4,OASL2,3066.0
ELF4,TFG,2722.0
ELF4,CKS1B,2168.0
ELF4,RANGAP1,2455.0
ELF4,CNOT10,1969.0
ELF4,TMEM186,2114.0
ELF4,PPP6C,2359.0
ELF4,HSPH1,1983.0
ELF4,ACOX1,2354.0
ELF4,CDCA3,2042.0
ELF4,NAA35,2244.0
ELF4,MAD2L1,2240.0
ELF4,WDR75,2133.0
ELF4,TMEM129,2158.0
ELF4,TACC3,2158.0
ELF4,CHORDC1,1945.0
ELF4,CLCN4,2202.0
ELF4,DPH2,1968.0
ELF4,GTF2H1,3018.0
ELF4,TRMT6,3126.0
ELF4,SEC23IP,2176.0
ELF4,NUDCD3,2204.0
ELF4,ITSN1,2007.0
ELF4,SDHAF2,1943.0
ELF4,LEPROT,1921.0
ELF4,TMUB2,1843.0
ELF4,IDH3A,1993.0
ELF4,NUP107,2353.0
ELF4,RPA2,2106.0
ELF4,UCKL1,1787.0
ELF4,ZFP930,2108.0
ELF4,AP5M1,1947.0
ELF4,MRM1,1769.0
ELF4,CD1D1,2028.0
ELF4,ZDHHC6,1664.0
ELF4,MCM3,2053.0
ELF4,ATP13A1,1910.0
ELF4,RAD51,2018.0
ELF4,ZFP110,1781.0
ELF4,RAD21,2191.0
ELF4,NUDCD1,1873.0
ELF4,ATG16L1,1676.0
ELF4,COPG1,1761.0
ELF4,GALK2,1985.0
ELF4,CDC45,1976.0
ELF4,MAU2,1996.0
ELF4,NCLN,1931.0
ELF4,D10WSU102E,1573.0
ELF4,TAF12,2906.0
ELF4,WDR55,1704.0
ELF4,NASP,1507.0
ELF4,COLGALT1,1643.0
ELF4,ETF1,2210.0
ELF4,QARS,1719.0
ELF4,RFESD,1760.0
ELF4,CDC20,1613.0
ELF4,MYO1G,1736.0
ELF4,GOSR2,2553.0
ELF4,CCNG1,1921.0
ELF4,CPT2,2741.0
ELF4,GARS,1726.0
ELF4,G6PDX,1483.0
ELF4,SLC25A45,1422.0
ELF4,LYRM4,1388.0
ELF4,SNRNP200,1400.0
ELF4,UBXN2B,2407.0
ELF4,WDR36,1497.0
ELF4,EIF1AD,1404.0
ELF4,NIF3L1,1515.0
ELF4,WDR5,1383.0
ELF4,CENPA,1531.0
ELF4,FTSJ3,1413.0
ELF4,DCAF4,1646.0
ELF4,REXO4,1664.0
ELF4,FOXRED1,1930.0
ELF4,RABIF,1914.0
ELF4,ZFP62,1203.0
ELF4,ILVBL,1463.0
ELF4,ZKSCAN3,1362.0
ELF4,FUCA2,1428.0
ELF4,TERF2IP,1329.0
ELF4,INTS13,1172.0
ELF4,CDCA5,1175.0
ELF4,APEH,1760.0
ELF4,MIS12,1362.0
ELF4,SLC25A46,1588.0
ELF4,SCRN3,1245.0
ELF4,MAPKAPK3,1273.0
ELF4,TANGO2,2650.0
ELF4,HARS,1160.0
ELF4,HARS2,1160.0
ELF4,2210016F16RIK,2216.0
ELF4,ARAP1,1292.0
ELF4,SPTLC1,1427.0
ELF4,SGTA,1087.0
ELF4,CD48,1237.0
ELF4,ERLIN2,1341.0
ELF4,E2F4,1195.0
ELF4,ABTB1,1056.0
ELF4,UBR1,1416.0
ELF4,SLC31A1,1100.0
ELF4,CYB5R3,1406.0
ELF4,PRKAB1,1721.0
ELF4,HSD3B7,1254.0
ELF4,TOPORS,1195.0
ELF4,TVP23B,1662.0
ELF4,ZFP35,1267.0
ELF4,UROS,1219.0
ELF4,PLCB2,1389.0
ELF4,CDK19,1317.0
ELF4,TRMT11,1161.0
ELF4,PQLC1,1120.0
ELF4,PSMF1,1126.0
ELF4,PTDSS1,1189.0
ELF4,PLBD2,1428.0
ELF4,MOGS,1028.0
ELF4,TARS,1163.0
ELF4,WDHD1,2307.0
ELF4,GFM1,1009.0
ELF4,THUMPD3,1508.0
ELF4,TRIM30A,956.0
ELF4,MIS18BP1,1361.0
ELF4,NUP155,1146.0
ELF4,FZR1,1229.0
ELF4,1700017B05RIK,1237.0
ELF4,MCM4,1160.0
ELF4,ATG12,1295.0
ELF4,KAT7,949.0
ELF4,NCEH1,1150.0
ELF4,MARS,975.0
ELF4,POT1A,1184.0
ELF4,AMPD3,1087.0
ELF4,PWP2,1018.0
ELF4,NAA50,1067.0
ELF4,BYSL,1023.0
ELF4,ATP6V1A,1067.0
ELF4,ATP7B,930.0
ELF4,ALG11,930.0
ELF4,E2F8,1043.0
ELF4,CKAP2L,1061.0
ELF4,RASAL3,955.0
ELF4,COA5,1378.0
ELF4,RNF115,1051.0
ELF4,KIF22,1101.0
ELF4,LZTR1,899.0
ELF4,PLIN3,1027.0
ELF4,TMC6,954.0
ELF4,TCF12,969.0
ELF4,UBR7,1248.0
ELF4,ARHGAP15,925.0
ELF4,CENPE,1036.0
ELF4,GOLT1B,1750.0
ELF4,ZDHHC13,1344.0
ELF4,RNF13,821.0
ELF4,OSTM1,1776.0
ELF4,TPX2,941.0
ELF4,SP100,1251.0
ELF4,ARL6IP6,918.0
ELF4,ATAD2,892.0
ELF4,DNPEP,1111.0
ELF4,RAD51AP1,992.0
ELF4,EXOC3,959.0
ELF4,STEAP3,1097.0
ELF4,CAPN7,1029.0
ELF4,EDC3,1467.0
ELF4,MORC3,1286.0
ELF4,ASF1B,1162.0
ELF4,RASSF5,993.0
ELF4,ALAD,1926.0
ELF4,RRM1,1106.0
ELF4,DNAJC5,924.0
ELF4,METTL8,1178.0
ELF4,NARFL,705.0
ELF4,NAGA,1073.0
ELF4,TCP11L2,1020.0
ELF4,DHFR,1093.0
ELF4,ABL1,946.0
ELF4,ZFP24,1003.0
ELF4,CRNKL1,772.0
ELF4,ANXA4,817.0
ELF4,UMPS,753.0
ELF4,RAB32,972.0
ELF4,PLAA,851.0
ELF4,NCAPG,887.0
ELF4,GRAMD1A,681.0
ELF4,ZFP322A,1018.0
ELF4,STAT3,851.0
ELF4,TCIRG1,994.0
ELF4,UBA5,813.0
ELF4,SPPL2A,752.0
ELF4,CYTH4,740.0
ELF4,PSEN1,770.0
ELF4,CCNB2,994.0
ELF4,LYZ2,820.0
ELF4,TIMM29,805.0
ELF4,DCAF11,724.0
ELF4,GSTM1,766.0
ELF4,FOS,910.0
ELF4,CDC6,659.0
ELF4,FES,830.0
ELF4,PDCL,792.0
ELF4,RFC5,1494.0
ELF4,FAM76B,681.0
ELF4,MTMR6,927.0
ELF4,PRKCH,1519.0
ELF4,SLC6A6,957.0
ELF4,UROD,826.0
ELF4,GMCL1,969.0
ELF4,PON2,640.0
ELF4,SPRYD4,663.0
ELF4,CRK,706.0
ELF4,PFKM,808.0
ELF4,NOLC1,578.0
ELF4,CDT1,741.0
ELF4,DPP8,867.0
ELF4,VPS26C,1401.0
ELF4,TMX3,739.0
ELF4,SELENBP1,893.0
ELF4,RNF139,914.0
ELF4,MAP4K2,792.0
ELF4,ZFP945,633.0
ELF4,NDC1,885.0
ELF4,DOCK2,855.0
ELF4,CD82,806.0
ELF4,SUPT7L,778.0
ELF4,TRMT2A,1295.0
ELF4,ZFP36,957.0
ELF4,FASTKD2,829.0
ELF4,EBI3,651.0
ELF4,ZFP871,622.0
ELF4,ALDH18A1,671.0
ELF4,VKORC1L1,770.0
ELF4,PPOX,648.0
ELF4,NUP93,738.0
ELF4,GATM,733.0
ELF4,GUSB,732.0
ELF4,PRELID3B,1114.0
ELF4,NDOR1,978.0
ELF4,LCP2,573.0
ELF4,CTLA2B,778.0
ELF4,CLN5,589.0
ELF4,PCYT1A,1068.0
ELF4,TUBGCP3,1011.0
ELF4,NEK9,536.0
ELF4,NUSAP1,576.0
ELF4,CALU,493.0
ELF4,TBCD,576.0
ELF4,MSH6,827.0
ELF4,MCM2,577.0
ELF4,NCAPD2,607.0
ELF4,ANXA5,615.0
ELF4,NT5DC1,612.0
ELF4,PRIM2,626.0
ELF4,NEURL3,707.0
ELF4,HNRNPLL,1131.0
ELF4,NARF,600.0
ELF4,MT1,598.0
ELF4,NPTN,558.0
ELF4,SMIM15,1063.0
ELF4,IPO4,502.0
ELF4,RGS19,560.0
ELF4,ABCF3,598.0
ELF4,TREML2,661.0
ELF4,NEDD1,1101.0
ELF4,KNSTRN,520.0
ELF4,PSMD9,640.0
ELF4,CASP4,481.0
ELF4,PRPF4,512.0
ELF4,CENPK,470.0
ELF4,UBA7,508.0
ELF4,SLC30A6,574.0
ELF4,PSEN2,1099.0
ELF4,MKI67,443.0
ELF4,PLD3,520.0
ELF4,VWA5A,562.0
ELF4,RTP4,524.0
ELF4,SERPINB9,671.0
ELF4,SLC35A1,958.0
ELF4,TBC1D10C,541.0
ELF4,SACM1L,478.0
ELF4,BID,534.0
ELF4,ZFP367,659.0
ELF4,PRPS1,621.0
ELF4,KLHL24,652.0
ELF4,TMEM164,585.0
ELF4,BTRC,576.0
ELF4,CTSC,471.0
ELF4,CHUK,669.0
ELF4,JPT2,544.0
ELF4,NADK,575.0
ELF4,NDEL1,577.0
ELF4,TMX1,883.0
ELF4,ZFP961,488.0
ELF4,MCM5,566.0
ELF4,SEH1L,486.0
ELF4,PHAX,492.0
ELF4,NOP2,585.0
ELF4,VIM,533.0
ELF4,GMFB,810.0
ELF4,UAP1L1,437.0
ELF4,FKBP1A,611.0
ELF4,WDR4,771.0
ELF4,ELOVL1,783.0
ELF4,CASP2,479.0
ELF4,HAUS2,795.0
ELF4,CCNE1,529.0
ELF4,AAR2,483.0
ELF4,TYMS,544.0
ELF4,ABCB8,502.0
ELF4,COPS8,425.0
ELF4,TMEM173,440.0
ELF4,DNAJC10,440.0
ELF4,PRPS2,430.0
ELF4,HERC4,681.0
ELF4,SMC2,526.0
ELF4,ME2,800.0
ELF4,YPEL3,718.0
ELF4,CEP70,645.0
ELF4,CCDC137,980.0
ELF4,GIMAP6,376.0
ELF4,UBAP1,603.0
ELF4,DENND1C,397.0
ELF4,PRSS50,353.0
ELF4,RASA3,510.0
ELF4,XPR1,553.0
ELF4,TOR3A,958.0
ELF4,FBXO5,417.0
ELF4,FARSB,471.0
ELF4,ABI1,426.0
ELF4,MGST3,589.0
ELF4,MFSD1,503.0
ELF4,RBPMS,434.0
ELF4,ARL8B,522.0
ELF4,PQLC3,496.0
ELF4,MTHFD1,558.0
ELF4,ELP2,475.0
ELF4,COG7,335.0
ELF4,P2RX4,779.0
ELF4,CLPTM1L,924.0
ELF4,CHP1,601.0
ELF4,COPB1,452.0
ELF4,CTSE,391.0
ELF4,JUN,377.0
ELF4,EXOC2,907.0
ELF4,TMEM68,641.0
ELF4,CAST,411.0
ELF4,VPS35,396.0
ELF4,ORC6,396.0
ELF4,TUBGCP5,412.0
ELF4,ADO,358.0
ELF4,TMEM109,455.0
ELF4,RPP40,439.0
ELF4,CDK1,525.0
ELF4,IFT140,387.0
ELF4,PTPN12,377.0
ELF4,SLC25A38,420.0
ELF4,ARMT1,837.0
ELF4,P2RY14,392.0
ELF4,PSMD5,433.0
ELF4,ZFP655,409.0
ELF4,IFI203,537.0
ELF4,MARCH6,432.0
ELF4,VPS11,434.0
ELF4,TIMM50,303.0
ELF4,MFSD14B,346.0
ELF4,HACD3,440.0
ELF4,IFRD2,367.0
ELF4,ORC2,311.0
ELF4,ITFG1,731.0
ELF4,EIF2B1,659.0
ELF4,9430015G10RIK,397.0
ELF4,AURKB,289.0
ELF4,STXBP3,313.0
ELF4,STX12,661.0
ELF4,WDR45B,581.0
ELF4,USP4,775.0
ELF4,DECR1,559.0
ELF4,TMEM185A,296.0
ELF4,PICALM,427.0
ELF4,PLEC,378.0
ELF4,DDX20,438.0
ELF4,LMNA,371.0
ELF4,TES,287.0
ELF4,PPAT,603.0
ELF4,STT3B,739.0
ELF4,EPSTI1,290.0
ELF4,TOLLIP,390.0
ELF4,HACD4,425.0
ELF4,FNTA,330.0
ELF4,LPCAT3,714.0
ELF4,LIMD2,364.0
ELF4,SPTBN1,375.0
ELF4,DOK2,501.0
ELF4,XPNPEP1,278.0
ELF4,ORC5,511.0
ELF4,SNAPC3,489.0
ELF4,NOL9,697.0
ELF4,KIF20B,527.0
ELF4,POLE3,423.0
ELF4,CHMP7,413.0
ELF4,IFI30,323.0
ELF4,GCNT2,302.0
ELF4,CPOX,422.0
ELF4,PDE4B,449.0
ELF4,TNFAIP2,248.0
ELF4,RGS1,472.0
ELF4,ANXA1,271.0
ELF4,LSP1,460.0
ELF4,GANAB,360.0
ELF4,TFRC,429.0
ELF4,ABCG2,310.0
ELF4,MNDAL,441.0
ELF4,TMEM176B,405.0
ELF4,TMEM176A,405.0
ELF4,CHAMP1,630.0
ELF4,SLC41A3,348.0
ELF4,RCC1,278.0
ELF4,IARS2,426.0
ELF4,CISH,258.0
ELF4,TSPAN14,316.0
ELF4,HPN,214.0
ELF4,FTSJ1,316.0
ELF4,PSMD6,336.0
ELF4,FAR1,604.0
ELF4,OAT,416.0
ELF4,UHRF1,259.0
ELF4,PITPNB,595.0
ELF4,PRMT7,587.0
ELF4,IARS,270.0
ELF4,DPH6,459.0
ELF4,TRIM47,248.0
ELF4,ALDH9A1,328.0
ELF4,SPC25,306.0
ELF4,SGO1,350.0
ELF4,ACAA2,314.0
ELF4,AHCYL1,318.0
ELF4,CHMP3,448.0
ELF4,CASP3,363.0
ELF4,DENND2D,209.0
ELF4,RNF213,336.0
ELF4,RARS,359.0
ELF4,OTUD6B,541.0
ELF4,FAM45A,331.0
ELF4,CBFB,539.0
ELF4,4833439L19RIK,381.0
ELF4,UBE2G2,280.0
ELF4,SCFD1,414.0
ELF4,PIP4K2A,525.0
ELF4,UBE2C,358.0
ELF4,GORASP1,516.0
ELF4,BCLAF3,513.0
ELF4,BIRC5,308.0
ELF4,LAP3,504.0
ELF4,CDCA8,253.0
ELF4,SNX10,213.0
ELF4,SHCBP1,309.0
ELF4,CCNF,260.0
ELF4,FPGS,299.0
ELF4,EFTUD2,486.0
ELF4,KIDINS220,254.0
ELF4,CYP20A1,480.0
ELF4,UTP4,475.0
ELF4,ATAD1,475.0
ELF4,DDX1,470.0
ELF4,NUDT19,273.0
ELF4,TUBGCP2,464.0
ELF4,ZFP397,463.0
ELF4,NSMAF,192.0
ELF4,RPRD1B,270.0
ELF4,NSDHL,191.0
ELF4,CYB5R1,280.0
ELF4,AK3,350.0
ELF4,LIG1,244.0
ELF4,PKM,250.0
ELF4,CLPX,185.0
ELF4,ABCB4,330.0
ELF4,TOP2A,307.0
ELF4,BAP1,238.0
ELF4,ADK,285.0
ELF4,RMND5A,268.0
ELF4,PWP1,230.0
ELF4,ISYNA1,214.0
ELF4,POLD1,265.0
ELF4,CKAP2,420.0
ELF4,XPC,417.0
ELF4,WARS,281.0
ELF4,SERPINA3G,416.0
ELF4,BUB1B,253.0
ELF4,USP37,228.0
ELF4,H2-DMB1,249.0
ELF4,MAVS,249.0
ELF4,C330018D20RIK,403.0
ELF4,NET1,210.0
ELF4,H2-OB,292.0
ELF4,NCAPH,259.0
ELF4,TMEM206,218.0
ELF4,RANBP3,391.0
ELF4,FGFR1OP,208.0
ELF4,IRF1,198.0
ELF4,CTSO,248.0
ELF4,UNK,264.0
ELF4,FECH,376.0
ELF4,FAM91A1,375.0
ELF4,RNASE6,248.0
ELF4,GSKIP,220.0
ELF4,MTAP,235.0
ELF4,NFKBIA,239.0
ELF4,ADAMTS10,363.0
ELF4,WLS,221.0
ELF4,PSAT1,222.0
ELF4,ASB8,348.0
ELF4,ANAPC4,347.0
ELF4,NUDT9,224.0
ELF4,NUP88,135.0
ELF4,UAP1,334.0
ELF4,GNA13,178.0
ELF4,METTL7A1,320.0
ELF4,CERS5,315.0
ELF4,TPP1,177.0
ELF4,ERCC8,206.0
ELF4,FAM136A,167.0
ELF4,SLC30A5,299.0
ELF4,DUS1L,299.0
ELF4,ZFP639,295.0
ELF4,AP1B1,295.0
ELF4,XRCC5,160.0
ELF4,RFC4,154.0
ELF4,IL15,282.0
ELF4,MINPP1,279.0
ELF4,CCNB1,277.0
ELF4,ALG9,277.0
ELF4,GYG,275.0
ELF4,CDCA4,274.0
ELF4,ATP2A3,273.0
ELF4,ZKSCAN17,271.0
ELF4,DDX58,271.0
ELF4,RMND5B,269.0
ELF4,2610301B20RIK,268.0
ELF4,EMILIN1,267.0
ELF4,DIS3L2,266.0
ELF4,GOLPH3,265.0
ELF4,TBXAS1,263.0
ELF4,LCP1,188.0
ELF4,H1F0,263.0
ELF4,ACSS2,137.0
ELF4,PBK,147.0
ELF4,HAGH,258.0
ELF4,ESYT2,257.0
ELF4,CTPS,256.0
ELF4,ANAPC2,254.0
ELF4,RDH11,179.0
ELF4,PMPCA,241.0
ELF4,KLHL6,237.0
ELF4,NDE1,233.0
ELF4,ELP3,233.0
ELF4,RNF145,117.0
ELF4,KLHL23,225.0
ELF4,ARHGAP4,223.0
ELF4,CYTIP,217.0
ELF4,MFNG,215.0
ELF4,COG6,204.0
ELF4,D1ERTD622E,203.0
ELF4,BLVRB,202.0
ELF4,RCOR1,198.0
ELF4,PML,196.0
ELF4,SLC14A1,195.0
ELF4,PLIN2,195.0
ELF4,CD84,195.0
ELF4,NIT1,194.0
ELF4,DHX33,194.0
ELF4,TCN2,192.0
ELF4,DLST,191.0
ELF4,ARHGEF6,190.0
ELF4,PPIL4,189.0
ELF4,WDSUB1,188.0
ELF4,UBL4A,188.0
ELF4,PPM1H,188.0
ELF4,POGLUT1,186.0
ELF4,PROCR,185.0
ELF4,HMMR,185.0
ELF4,DNAJC11,185.0
ELF4,PJA2,183.0
ELF4,PRC1,182.0
ELF4,MT2,181.0
ELF4,TXNRD2,180.0
ELF4,POLR2B,180.0
ELF4,SLC7A4,179.0
ELF4,POLR1B,179.0
ELF4,LONP1,179.0
ELF4,CYTH3,179.0
ELF4,GMNN,177.0
ELF4,STXBP4,175.0
ELF4,DUSP1,175.0
ELF4,TBL3,174.0
ELF4,PITRM1,174.0
ELF4,STK25,172.0
ELF4,METAP1,172.0
ELF4,FIGNL1,171.0
ELF4,ALKBH8,169.0
ELF4,HMBS,168.0
ELF4,PTCD3,167.0
ELF4,SLC44A2,165.0
ELF4,FBXW5,165.0
ELF4,GRN,164.0
ELF4,NAMPT,163.0
ELF4,CALCRL,163.0
ELF4,CNP,161.0
ELF4,CELA1,161.0
ELF4,CPQ,160.0
ELF4,CLIC4,158.0
ELF4,KIF11,155.0
ELF4,ZFP451,154.0
ELF4,ZYX,153.0
ELF4,ST6GALNAC4,150.0
ELF4,CDC7,145.0
ELF4,LRRC8C,144.0
ELF4,ZZZ3,142.0
ELF4,PACS1,136.0
ELF4,MARCH5,130.0
ELF4,SLC19A1,127.0
ELF4,PLK1,127.0
ELF4,TBC1D15,124.0
ELF4,GYPA,124.0
ELF4,SIGIRR,123.0
ELF4,GNPDA1,123.0
ELF4,ARMC8,123.0
ELF4,CORO1A,121.0
ELF4,GBP2,115.0
ELF4,PIGQ,108.0
ELF4,ST8SIA4,106.0
ELF4,PCYT2,103.0
FOS,UBE2C,2792.0
FOS,DCAF11,1751.0
FOS,LMNA,1340.0
FOS,TOP2A,1849.0
FOS,FOXRED1,1389.0
FOS,SUN1,1652.0
FOS,JPT2,2124.0
FOS,ABCB8,1251.0
FOS,MYH10,1961.0
FOS,MIS12,1615.0
FOS,SPC25,1427.0
FOS,IFT140,1405.0
FOS,NUBP2,841.0
FOS,MCM5,1573.0
FOS,CDCA3,899.0
FOS,GOLT1B,1436.0
FOS,NUSAP1,1459.0
FOS,WDR36,948.0
FOS,SLC25A45,746.0
FOS,VIM,839.0
FOS,QARS,895.0
FOS,FAM76B,1428.0
FOS,NCAPG2,983.0
FOS,CELA1,1113.0
FOS,LSP1,1214.0
FOS,CDT1,986.0
FOS,ZFP367,791.0
FOS,P2RY14,1496.0
FOS,COQ8A,1212.0
FOS,PACSIN2,1100.0
FOS,TANGO2,1204.0
FOS,CENPK,1162.0
FOS,CTLA2B,1450.0
FOS,PLEC,872.0
FOS,UCKL1,957.0
FOS,2610301B20RIK,1948.0
FOS,RNF13,1052.0
FOS,SACM1L,1653.0
FOS,NARF,851.0
FOS,EZR,853.0
FOS,CDCA8,986.0
FOS,ORC2,1066.0
FOS,NCAPD2,1395.0
FOS,CYTIP,977.0
FOS,FAR1,1212.0
FOS,CD63,703.0
FOS,ISG20,733.0
FOS,RANGAP1,534.0
FOS,FZR1,709.0
FOS,ZFP871,690.0
FOS,XAB2,906.0
FOS,IFI203,911.0
FOS,NAA35,863.0
FOS,CKS1B,715.0
FOS,TUBGCP2,619.0
FOS,FEM1B,798.0
FOS,RCOR1,830.0
FOS,COPS8,556.0
FOS,CKAP2L,627.0
FOS,MCM3,827.0
FOS,FBXO5,884.0
FOS,UNK,405.0
FOS,CD1D1,732.0
FOS,MFSD1,1883.0
FOS,ZYX,523.0
FOS,TES,525.0
FOS,MTHFD1,521.0
FOS,ZFP945,451.0
FOS,CISH,518.0
FOS,TMEM97,693.0
FOS,HEXA,1889.0
FOS,ARL6IP6,580.0
FOS,RMND5A,696.0
FOS,CHP1,524.0
FOS,APOE,775.0
FOS,ZFP930,503.0
FOS,INCENP,561.0
FOS,ASF1B,728.0
FOS,TSPAN33,653.0
FOS,TARS,410.0
FOS,KAT7,679.0
FOS,HMMR,723.0
FOS,ZFP961,633.0
FOS,GNPDA1,885.0
FOS,PLAA,398.0
FOS,MNDAL,744.0
FOS,CENPA,401.0
FOS,CCNB2,590.0
FOS,NUDT9,620.0
FOS,9430015G10RIK,579.0
FOS,NFKBIA,773.0
FOS,WARS,417.0
FOS,E2F8,369.0
FOS,CCNB1,553.0
FOS,CKAP5,598.0
FOS,GBP2,523.0
FOS,UBA7,628.0
FOS,PCYT1A,364.0
FOS,EPS15,479.0
FOS,GCNT2,573.0
FOS,MRM1,322.0
FOS,SPC24,515.0
FOS,CLCN4,445.0
FOS,SPHK1,428.0
FOS,PLEK,616.0
FOS,MRPL37,523.0
FOS,CRK,1230.0
FOS,TCF12,347.0
FOS,ERLIN1,531.0
FOS,RPA2,341.0
FOS,TFG,293.0
FOS,SCARB1,425.0
FOS,HNRNPLL,552.0
FOS,CDCA4,552.0
FOS,MT2,425.0
FOS,FBXW5,412.0
FOS,ETF1,581.0
FOS,ITSN1,479.0
FOS,CTNNA1,254.0
FOS,RAD51AP1,491.0
FOS,PICALM,477.0
FOS,MNS1,477.0
FOS,HSPA4L,475.0
FOS,RCC1,392.0
FOS,CHORDC1,548.0
FOS,ZDHHC13,453.0
FOS,SLC11A2,544.0
FOS,VPS33A,1627.0
FOS,UHRF1,492.0
FOS,E2F6,356.0
FOS,CDC45,331.0
FOS,ABCB4,529.0
FOS,PDE4B,467.0
FOS,CCNF,456.0
FOS,UAP1,471.0
FOS,SLC30A5,311.0
FOS,SGO1,968.0
FOS,ATAD2,296.0
FOS,ELAC2,462.0
FOS,AQP9,565.0
FOS,BIRC5,584.0
FOS,LRRFIP1,377.0
FOS,EBI3,508.0
FOS,MT1,413.0
FOS,NUP88,523.0
FOS,MKI67,533.0
FOS,NSDHL,433.0
FOS,CTLA2A,1164.0
FOS,JUN,587.0
FOS,DNPEP,252.0
FOS,IFRD2,466.0
FOS,KIF22,426.0
FOS,PSAT1,278.0
FOS,DUSP1,369.0
FOS,PLD3,523.0
FOS,EMILIN2,348.0
FOS,NDEL1,461.0
FOS,PITRM1,287.0
FOS,VWA5A,293.0
FOS,ARMT1,1426.0
FOS,KPNA3,298.0
FOS,TMC6,335.0
FOS,NAA50,279.0
FOS,IARS,383.0
FOS,HSD3B7,425.0
FOS,AP5M1,231.0
FOS,STAT3,243.0
FOS,GSR,322.0
FOS,F11R,308.0
FOS,HAGH,317.0
FOS,CYB5R3,350.0
FOS,MARS,319.0
FOS,TIMM29,226.0
FOS,B230219D22RIK,247.0
FOS,SESN1,261.0
FOS,ESYT2,235.0
FOS,TMEM129,255.0
FOS,TACC3,255.0
FOS,TCIRG1,305.0
FOS,ERCC8,258.0
FOS,GOSR2,443.0
FOS,NUDCD1,338.0
FOS,SLC25A21,514.0
FOS,METTL27,275.0
FOS,PTPN12,357.0
FOS,GALK2,226.0
FOS,ATP6AP2,381.0
FOS,NUP93,151.0
FOS,RBPMS,252.0
FOS,CASP4,362.0
FOS,RABIF,274.0
FOS,AURKA,432.0
FOS,GNA13,317.0
FOS,SNX10,407.0
FOS,CDK19,489.0
FOS,DUSP2,389.0
FOS,UMPS,241.0
FOS,LEPROT,313.0
FOS,DNAJC10,247.0
FOS,NEURL3,356.0
FOS,OAT,258.0
FOS,HUS1,227.0
FOS,ANKRD27,328.0
FOS,CCNA2,233.0
FOS,HPN,323.0
FOS,ILVBL,275.0
FOS,ZFP655,331.0
FOS,RGCC,242.0
FOS,ADO,243.0
FOS,RRM2,304.0
FOS,MAPK9,231.0
FOS,SLC31A1,229.0
FOS,TPX2,228.0
FOS,SGTA,222.0
FOS,CAST,293.0
FOS,CALU,209.0
FOS,DUS1L,589.0
FOS,TGM2,419.0
FOS,GORASP1,263.0
FOS,WDSUB1,301.0
FOS,PQLC3,248.0
FOS,AMPD3,271.0
FOS,VPS26C,162.0
FOS,CDC20,269.0
FOS,RGS2,177.0
FOS,LY6A,331.0
FOS,VPS11,674.0
FOS,L2HGDH,274.0
FOS,TOR3A,213.0
FOS,ZFP451,218.0
FOS,SCFD1,232.0
FOS,SLC30A6,300.0
FOS,LIG1,198.0
FOS,RASSF5,212.0
FOS,UBE2G2,251.0
FOS,ALG9,339.0
FOS,GTF2H1,795.0
FOS,TRMT2A,200.0
FOS,ANXA6,235.0
FOS,REXO4,437.0
FOS,IPO4,209.0
FOS,ABTB1,188.0
FOS,NOLC1,153.0
FOS,YPEL3,224.0
FOS,RAB31,283.0
FOS,HSPH1,233.0
FOS,UBA3,283.0
FOS,D1ERTD622E,237.0
FOS,TRMT6,367.0
FOS,POT1A,180.0
FOS,PQLC1,217.0
FOS,LONP1,430.0
FOS,SLC20A1,204.0
FOS,ACSS2,221.0
FOS,METAP1D,434.0
FOS,CYB5R1,210.0
FOS,TRIM30A,246.0
FOS,TVP23B,208.0
FOS,TPP1,340.0
FOS,SUPT7L,531.0
FOS,STEAP3,212.0
FOS,TBC1D15,223.0
FOS,CTPS,275.0
FOS,RASA3,240.0
FOS,GTF2F1,261.0
FOS,SEH1L,213.0
FOS,MIS18BP1,305.0
FOS,SEC23IP,230.0
FOS,UBAP1,626.0
FOS,D10WSU102E,195.0
FOS,NUDCD3,432.0
FOS,GATA2,761.0
FOS,ALDH9A1,160.0
FOS,SERPINB9,163.0
FOS,ACOX1,198.0
FOS,DDX20,227.0
FOS,ATG16L1,187.0
FOS,RFC4,318.0
FOS,CTSC,234.0
FOS,MTMR6,185.0
FOS,MTREX,216.0
FOS,RTP4,240.0
FOS,NAE1,276.0
FOS,SNRNP200,417.0
FOS,ZFP322A,176.0
FOS,PJA2,358.0
FOS,AURKB,315.0
FOS,DOK2,240.0
FOS,NCLN,213.0
FOS,USP8,125.0
FOS,PTDSS2,169.0
FOS,NEDD1,156.0
FOS,SERPINA3G,307.0
